Rank,Player,Year,Pos,Status,Team From,Team From To,YRS,Value,AAV
52,Matt Adams,2019,1B,UFA,STL,WSH,1,"$4,000,000","$4,000,000"
53,Martin Perez,2019,SP,UFA,TEX,MIN,1,"$4,000,000","$4,000,000"
54,Jon Jay,2019,RF,UFA,ARI,CHW,1,"$4,000,000","$4,000,000"
55,Marco Estrada,2019,SP,UFA,TOR,OAK,1,"$4,000,000","$4,000,000"
56,Asdrubal Cabrera,2019,2B,UFA,PHI,TEX,1,"$3,500,000","$3,500,000"
57,Avisail Garcia,2019,RF,UFA,CHW,TB,1,"$3,500,000","$3,500,000"
58,Matt Shoemaker,2019,SP,UFA,LAA,TOR,1,"$3,500,000","$3,500,000"
59,Greg Holland,2019,RP,UFA,WSH,ARI,1,"$3,250,000","$3,250,000"
60,Chris Owings,2019,2B,UFA,ARI,KC,1,"$3,000,000","$3,000,000"
61,Adam Jones,2019,CF,UFA,BAL,ARI,1,"$3,000,000","$3,000,000"
62,Clay Buchholz,2019,SP,UFA,ARI,TOR,1,"$3,000,000","$3,000,000"
63,Shawn Kelley,2019,RP,UFA,OAK,TEX,1,"$2,750,000","$2,750,000"
64,Jake Diekman,2019,RP,UFA,ARI,KC,1,"$2,750,000","$2,750,000"
65,Lonnie Chisenhall,2019,RF,UFA,CLE,PIT,1,"$2,750,000","$2,750,000"
66,Martin Maldonado,2019,C,UFA,HOU,KC,1,"$2,500,000","$2,500,000"
67,David Phelps,2019,RP,UFA,SEA,TOR,1,"$2,500,000","$2,500,000"
68,Adam Warren,2019,RP,UFA,SEA,SD,1,"$2,500,000","$2,500,000"
69,Matt Moore,2019,SP,UFA,TEX,DET,1,"$2,500,000","$2,500,000"
70,Sergio Romo,2019,RP,UFA,TB,MIA,1,"$2,500,000","$2,500,000"
71,James McCann,2019,C,UFA,DET,CHW,1,"$2,500,000","$2,500,000"
72,Justin Bour,2019,1B,UFA,PHI,LAA,1,"$2,500,000","$2,500,000"
73,Brad Boxberger,2019,RP,UFA,ARI,KC,1,"$2,200,000","$2,200,000"
74,Jordan Lyles,2019,SP,UFA,MIL,PIT,1,"$2,050,000","$2,050,000"
75,Robbie Grossman,2019,RF,UFA,MIN,OAK,1,"$2,000,000","$2,000,000"
76,Shelby Miller,2019,SP,UFA,ARI,TEX,1,"$2,000,000","$2,000,000"
77,Zach Duke,2019,RP,UFA,SEA,CIN,1,"$2,000,000","$2,000,000"
78,Josh Harrison,2019,2B,UFA,PIT,DET,1,"$2,000,000","$2,000,000"
79,Brian McCann,2019,C,UFA,HOU,ATL,1,"$2,000,000","$2,000,000"
80,Gio Gonzalez,2019,SP,UFA,NYY,MIL,1,"$2,000,000","$2,000,000"
81,Neil Walker,2019,2B,UFA,NYY,MIA,1,"$2,000,000","$2,000,000"
82,Tim Beckham,2019,3B,UFA,BAL,SEA,1,"$1,750,000","$1,750,000"
83,Drew Pomeranz,2019,RP,UFA,BOS,SF,1,"$1,500,000","$1,500,000"
84,Daniel Hudson,2019,RP,UFA,LAA,TOR,1,"$1,500,000","$1,500,000"
85,Brett Anderson,2019,SP,UFA,OAK,OAK,1,"$1,500,000","$1,500,000"
86,Cory Gearrin,2019,RP,UFA,OAK,SEA,1,"$1,400,000","$1,400,000"
87,Hunter Strickland,2019,RP,UFA,SF,SEA,1,"$1,300,000","$1,300,000"
88,Jeremy Hellickson,2019,RP,UFA,WSH,WSH,1,"$1,300,000","$1,300,000"
89,Tony Sipp,2019,RP,UFA,HOU,WSH,1,"$1,250,000","$1,250,000"
90,Caleb Joseph,2019,C,UFA,BAL,ARI,1,"$1,100,000","$1,100,000"
91,Chris Herrmann,2019,C,UFA,HOU,OAK,1,"$1,000,000","$1,000,000"
92,Zach McAllister,2019,RP,UFA,LAD,TEX,1,"$1,000,000","$1,000,000"
93,Jake Petricka,2019,RP,UFA,TOR,MIL,1,"$900,000","$900,000"
94,Nate Karns,2019,SP,UFA,KC,BAL,1,"$800,000","$800,000"
95,Tony Barnette,2019,RP,UFA,TEX,CHC,1,"$750,000","$750,000"
96,Alex Wilson,2019,RP,UFA,CLE,MIL,1,"$750,000","$750,000"
97,Kendall Graveman,2019,RP,UFA,OAK,CHC,1,"$575,000","$575,000"
98,Troy Tulowitzki,2019,SS,UFA,TOR,NYY,1,"$555,000","$555,000"
99,Joe Panik,2019,2B,UFA,SF,NYM,0,$0,$0
100,Francisco Cervelli,2019,C,UFA,PIT,ATL,0,$0,$0
101,Blake Parker,2019,RP,UFA,LAA,PHI,0,$0,$0
102,Brad Brach,2019,RP,UFA,CHC,NYM,0,$0,$0
103,Adeiny Hechavarria,2019,SS,UFA,NYM,ATL,0,$0,$0
104,Travis d'Arnaud,2019,C,UFA,NYM,LAD,0,$0,$0
105,Jonathan Lucroy,2019,C,UFA,LAA,CHC,0,$0,$0
