Rank,Player,Year,Pos,Status,Team From,Team From To,YRS,Value,AAV
58,Austin Kearns,2012,LF,UFA,CLE,MIA,1,"$1,300,000","$1,300,000"
59,Jim Thome,2012,DH,UFA,CLE,PHI,1,"$1,250,000","$1,250,000"
60,Rick Ankiel,2012,CF,UFA,WSH,WSH,1,"$1,250,000","$1,250,000"
61,Henry Blanco,2012,C,UFA,ARI,ARI,1,"$1,200,000","$1,200,000"
62,Ronny Cedeno,2012,SS,UFA,PIT,NYM,1,"$1,150,000","$1,150,000"
63,Reed Johnson,2012,LF,UFA,CHC,CHC,1,"$1,150,000","$1,150,000"
64,Raul Ibanez,2012,DH,UFA,PHI,NYY,1,"$1,100,000","$1,100,000"
65,Scott Hairston,2012,RF,UFA,NYM,NYM,1,"$1,100,000","$1,100,000"
66,Guillermo Mota,2012,RP,UFA,SF,SF,1,"$1,000,000","$1,000,000"
67,Kevin Kouzmanoff,2012,3B,UFA,NYM,KC,1,"$1,000,000","$1,000,000"
68,Ronny Paulino,2012,C,UFA,NYM,BAL,1,"$1,000,000","$1,000,000"
69,Jonny Gomes,2012,LF,UFA,WSH,OAK,1,"$1,000,000","$1,000,000"
70,Jack Wilson,2012,2B,UFA,ATL,ATL,1,"$1,000,000","$1,000,000"
71,Tim Byrdak,2012,RP,UFA,NYM,NYM,1,"$1,000,000","$1,000,000"
72,Luis Ayala,2012,RP,UFA,NYY,BAL,1,"$925,000","$925,000"
73,Dan Johnson,2012,1B,UFA,TB,CHW,1,"$900,000","$900,000"
74,Jamey Wright,2012,RP,UFA,SEA,LAD,1,"$900,000","$900,000"
75,Eric Chavez,2012,3B,UFA,NYY,NYY,1,"$900,000","$900,000"
76,Hideki Matsui,2012,DH,UFA,OAK,TB,1,"$900,000","$900,000"
77,Zach Duke,2012,RP,UFA,ARI,WSH,1,"$900,000","$900,000"
78,Chris Young,2012,RP,UFA,NYM,NYM,1,"$900,000","$900,000"
79,Scott Linebrink,2012,RP,UFA,ATL,STL,1,"$850,000","$850,000"
80,Adam Kennedy,2012,2B,UFA,SEA,LAD,1,"$800,000","$800,000"
81,Mark Derosa,2012,3B,UFA,SF,WSH,1,"$800,000","$800,000"
82,Dioner Navarro,2012,C,UFA,LAD,CIN,1,"$800,000","$800,000"
83,Dave Bush,2012,SP,UFA,TEX,PHI,1,"$800,000","$800,000"
84,Juan Pierre,2012,LF,UFA,CHW,PHI,1,"$800,000","$800,000"
85,Willie Harris,2012,LF,UFA,NYM,CIN,1,"$800,000","$800,000"
86,Brian Schneider,2012,C,UFA,PHI,PHI,1,"$800,000","$800,000"
87,Jared Burton,2012,RP,UFA,CIN,MIN,1,"$750,000","$750,000"
88,Miguel Batista,2012,SP,UFA,NYM,NYM,1,"$750,000","$750,000"
89,Chris Snyder,2012,C,UFA,PIT,HOU,1,"$750,000","$750,000"
90,Xavier Nady,2012,1B,UFA,ARI,WSH,1,"$700,000","$700,000"
91,Jason Isringhausen,2012,RP,UFA,NYM,LAA,1,"$650,000","$650,000"
92,Bill Hall,2012,3B,UFA,SF,NYY,1,"$600,000","$600,000"
93,David Aardsma,2012,RP,UFA,SEA,NYY,1,"$500,000","$500,000"
94,Brad Penny,2012,SP,UFA,DET,SF,1,"$500,000","$500,000"
95,Andrew Brackman,2012,RP,UFA,NYY,CIN,1,"$500,000","$500,000"
96,Brandon Inge,2012,3B,UFA,DET,OAK,1,"$414,066","$414,066"
97,Bobby Abreu,2012,LF,UFA,LAA,LAD,1,"$401,311","$401,311"
98,Corey Patterson,2012,RF,UFA,STL,MIL,1,$0,$0
99,Joe Beimel,2012,RP,UFA,PIT,TEX,1,$0,$0
100,Doug Slaten,2012,RP,UFA,WSH,PIT,1,$0,$0
101,Alex Cora,2012,2B,UFA,WSH,STL,1,$0,$0
102,Hiroki Kuroda,2012,SP,UFA,LAD,NYY,0,$0,$0
103,Koyie Hill,2012,C,UFA,CHC,STL,1,$0,$0
104,Hideki Okajima,2012,RP,UFA,BOS,NYY,1,$0,$0
105,Wil Nieves,2012,C,UFA,MIL,COL,1,$0,$0
106,Trever Miller,2012,RP,UFA,TOR,BAL,1,$0,$0
107,Conor Jackson,2012,1B,UFA,BOS,TEX,1,$0,$0
108,Russell Branyan,2012,1B,UFA,LAA,NYY,1,$0,$0
