Rank,Player,Year,Pos,Status,Team From,Team From To,YRS,Value,AAV
29,Joaquin Benoit,2014,RP,UFA,DET,SD,2,"$15,500,000","$7,750,000"
30,Juan Uribe,2014,3B,UFA,LAD,LAD,2,"$15,000,000","$7,500,000"
31,Ervin Santana,2014,SP,UFA,KC,ATL,1,"$14,100,000","$14,100,000"
32,Fernando Rodney,2014,RP,UFA,TB,SEA,2,"$14,000,000","$7,000,000"
33,Javier Lopez,2014,RP,UFA,SF,SF,3,"$13,000,000","$4,333,333"
34,Justin Morneau,2014,1B,UFA,PIT,COL,2,"$12,500,000","$6,250,000"
35,J.P. Howell,2014,RP,UFA,LAD,LAD,2,"$11,250,000","$5,625,000"
36,Mike Pelfrey,2014,RP,UFA,MIN,MIN,2,"$11,000,000","$5,500,000"
37,Nate McLouth,2014,LF,UFA,BAL,WSH,2,"$10,750,000","$5,375,000"
38,Brad Ziegler,2014,RP,UFA,ARI,ARI,2,"$10,500,000","$5,250,000"
39,Stephen Drew,2014,2B,UFA,BOS,BOS,1,"$10,093,443","$10,093,443"
40,Rajai Davis,2014,CF,UFA,TOR,DET,2,"$10,000,000","$5,000,000"
41,Dan Haren,2014,SP,UFA,WSH,LAD,1,"$10,000,000","$10,000,000"
42,Edward Mujica,2014,RP,UFA,STL,BOS,2,"$9,500,000","$4,750,000"
43,Johan Santana,2014,SP,UFA,NYM,BAL,1,"$8,050,000","$8,050,000"
44,Josh Johnson,2014,SP,UFA,TOR,SD,1,"$8,000,000","$8,000,000"
45,Nelson Cruz,2014,DH,UFA,TEX,BAL,1,"$8,000,000","$8,000,000"
46,Dioner Navarro,2014,C,UFA,CHC,TOR,2,"$8,000,000","$4,000,000"
47,Garrett Jones,2014,RF,UFA,PIT,MIA,2,"$7,750,000","$3,875,000"
48,Kendrys Morales,2014,DH,UFA,SEA,MIN,1,"$7,540,983","$7,540,983"
49,Chris Young,2014,RF,UFA,OAK,NYM,1,"$7,250,000","$7,250,000"
50,Eric O'Flaherty,2014,RP,UFA,ATL,OAK,2,"$7,000,000","$3,500,000"
51,Matt Thornton,2014,RP,UFA,BOS,NYY,2,"$7,000,000","$3,500,000"
52,Chad Qualls,2014,RP,UFA,MIA,HOU,2,"$6,000,000","$3,000,000"
53,Corey Hart,2014,RF,UFA,MIL,SEA,1,"$6,000,000","$6,000,000"
54,Mike Morse,2014,LF,UFA,BAL,SF,1,"$6,000,000","$6,000,000"
55,Jason Hammel,2014,RP,UFA,BAL,CHC,1,"$6,000,000","$6,000,000"
56,Willie Bloomquist,2014,2B,UFA,ARI,SEA,2,"$5,800,000","$2,900,000"
57,Manny Parra,2014,RP,UFA,CIN,CIN,2,"$5,500,000","$2,750,000"
58,Mark Ellis,2014,2B,UFA,LAD,STL,1,"$5,250,000","$5,250,000"
59,Skip Schumaker,2014,LF,UFA,LAD,CIN,2,"$5,000,000","$2,500,000"
60,Ryan Vogelsong,2014,SP,UFA,SF,SF,1,"$5,000,000","$5,000,000"
61,Edinson Volquez,2014,RP,UFA,LAD,PIT,1,"$5,000,000","$5,000,000"
62,Ryan Webb,2014,RP,UFA,MIA,BAL,2,"$4,500,000","$2,250,000"
63,Jose Molina,2014,C,UFA,TB,TB,2,"$4,500,000","$2,250,000"
64,Bruce Chen,2014,RP,UFA,KC,KC,1,"$4,250,000","$4,250,000"
65,Oliver Perez,2014,RP,UFA,SEA,ARI,2,"$4,250,000","$2,125,000"
66,Scott Downs,2014,RP,UFA,ATL,CHW,1,"$4,000,000","$4,000,000"
67,Gavin Floyd,2014,RP,UFA,CHW,ATL,1,"$4,000,000","$4,000,000"
68,Jeff Baker,2014,1B,UFA,TEX,MIA,2,"$3,700,000","$1,850,000"
69,Rafael Furcal,2014,SS,UFA,STL,MIA,1,"$3,500,000","$3,500,000"
70,Eric Chavez,2014,3B,UFA,ARI,ARI,1,"$3,500,000","$3,500,000"
71,Francisco Rodriguez,2014,RP,UFA,BAL,MIL,1,"$3,250,000","$3,250,000"
72,Jesse Crain,2014,RP,UFA,TB,HOU,1,"$3,250,000","$3,250,000"
73,Kelly Johnson,2014,2B,UFA,TB,NYY,1,"$3,000,000","$3,000,000"
74,Ronald Belisario,2014,RP,UFA,LAD,CHW,1,"$3,000,000","$3,000,000"
75,Nick Punto,2014,SS,UFA,LAD,OAK,1,"$3,000,000","$3,000,000"
76,Raul Ibanez,2014,DH,UFA,SEA,LAA,1,"$2,750,000","$2,750,000"
77,Kurt Suzuki,2014,C,UFA,OAK,MIN,1,"$2,750,000","$2,750,000"
78,Joba Chamberlain,2014,RP,UFA,NYY,DET,1,"$2,500,000","$2,500,000"
79,Paul Konerko,2014,1B,UFA,CHW,CHW,1,"$2,500,000","$2,500,000"
80,Andrew Bailey,2014,RP,UFA,BOS,NYY,1,"$2,500,000","$2,500,000"
81,Matt Albers,2014,RP,UFA,CLE,HOU,1,"$2,450,000","$2,450,000"
82,Brayan Pena,2014,C,UFA,DET,CIN,2,"$2,275,000","$1,137,500"
83,LaTroy Hawkins,2014,RP,UFA,NYM,COL,1,"$2,250,000","$2,250,000"
84,Chris Capuano,2014,RP,UFA,LAD,BOS,1,"$2,250,000","$2,250,000"
85,Jerome Williams,2014,RP,UFA,LAA,HOU,1,"$2,100,000","$2,100,000"
86,Jason Kubel,2014,LF,UFA,CLE,MIN,1,"$2,000,000","$2,000,000"
87,Mark Reynolds,2014,3B,UFA,NYY,MIL,1,"$2,000,000","$2,000,000"
88,Colby Lewis,2014,SP,UFA,TEX,TEX,1,"$2,000,000","$2,000,000"
89,J.P. Arencibia,2014,1B,UFA,TOR,TEX,1,"$1,800,000","$1,800,000"
90,Jamey Wright,2014,RP,UFA,TB,LAD,1,"$1,800,000","$1,800,000"
91,Felipe Paulino,2014,SP,UFA,KC,CHW,1,"$1,750,000","$1,750,000"
92,Mike Gonzalez,2014,RP,UFA,MIL,WSH,1,"$1,500,000","$1,500,000"
93,Lyle Overbay,2014,1B,UFA,NYY,MIL,1,"$1,500,000","$1,500,000"
94,Daisuke Matsuzaka,2014,SP,UFA,NYM,NYM,1,"$1,500,000","$1,500,000"
95,Joe Saunders,2014,SP,UFA,SEA,TEX,1,"$1,500,000","$1,500,000"
96,John Lannan,2014,RP,UFA,PHI,NYM,1,"$1,500,000","$1,500,000"
97,Paul Maholm,2014,RP,UFA,ATL,LAD,1,"$1,500,000","$1,500,000"
98,Juan Carlos Oviedo,2014,RP,UFA,TB,TB,1,"$1,500,000","$1,500,000"
99,Wesley Wright,2014,RP,UFA,TB,CHC,1,"$1,425,000","$1,425,000"
100,Kevin Gregg,2014,RP,UFA,CHC,MIA,1,"$1,286,387","$1,286,387"
101,Carlos Marmol,2014,RP,UFA,LAD,MIA,1,"$1,250,000","$1,250,000"
102,Freddy Garcia,2014,SP,UFA,ATL,ATL,1,"$1,250,000","$1,250,000"
103,Chien-Ming Wang,2014,RP,UFA,TOR,CIN,1,"$1,250,000","$1,250,000"
104,Alfredo Aceves,2014,RP,UFA,BOS,BAL,1,"$1,200,000","$1,200,000"
105,Erik Bedard,2014,SP,UFA,HOU,TB,1,"$1,150,000","$1,150,000"
106,Wil Nieves,2014,C,UFA,ARI,PHI,1,"$1,125,000","$1,125,000"
107,Ramon Santiago,2014,2B,UFA,DET,CIN,1,"$1,100,000","$1,100,000"
108,Justin Turner,2014,3B,UFA,NYM,LAD,1,"$1,000,000","$1,000,000"
109,Luis Ayala,2014,RP,UFA,ATL,WSH,1,"$1,000,000","$1,000,000"
110,Jose Valverde,2014,RP,UFA,DET,NYM,1,"$1,000,000","$1,000,000"
111,Delmon Young,2014,LF,UFA,TB,BAL,1,"$1,000,000","$1,000,000"
112,Carlos Pena,2014,1B,UFA,KC,LAA,1,"$1,000,000","$1,000,000"
113,Pat Neshek,2014,RP,UFA,OAK,STL,1,"$1,000,000","$1,000,000"
114,Franklin Gutierrez,2014,CF,UFA,SEA,SEA,1,"$1,000,000","$1,000,000"
115,Tyler Colvin,2014,RP,UFA,COL,SF,1,"$1,000,000","$1,000,000"
116,Joel Hanrahan,2014,RP,UFA,BOS,DET,1,"$1,000,000","$1,000,000"
117,Jose Mijares,2014,RP,UFA,SF,BOS,1,"$1,000,000","$1,000,000"
118,Scott Baker,2014,SP,UFA,CHC,SEA,1,"$1,000,000","$1,000,000"
119,Randy Wolf,2014,SP,UFA,SEA,NYM,1,"$1,000,000","$1,000,000"
120,Matt Guerrier,2014,RP,UFA,CHC,MIN,1,"$1,000,000","$1,000,000"
121,Reed Johnson,2014,LF,UFA,ATL,MIA,1,"$1,000,000","$1,000,000"
122,Yorbit Torrealba,2014,C,UFA,COL,LAA,1,"$950,000","$950,000"
123,Jeff Francoeur,2014,LF,UFA,CLE,SD,1,"$925,000","$925,000"
124,Chone Figgins,2014,3B,UFA,MIA,LAD,1,"$900,000","$900,000"
125,Kevin Frandsen,2014,3B,UFA,PHI,WSH,1,"$900,000","$900,000"
126,John Baker,2014,C,UFA,LAD,CHC,1,"$875,000","$875,000"
127,John McDonald,2014,SS,UFA,BOS,LAA,1,"$850,000","$850,000"
128,Zach Duke,2014,RP,UFA,CIN,MIL,1,"$850,000","$850,000"
129,J.C. Gutiérrez,2014,RP,UFA,LAA,SF,1,"$850,000","$850,000"
130,Rich Hill,2014,SP,UFA,CLE,BOS,1,"$840,000","$840,000"
131,Sam Fuld,2014,CF,UFA,TB,OAK,1,"$800,000","$800,000"
132,Chris Coghlan,2014,LF,UFA,MIA,CHC,1,"$800,000","$800,000"
133,Brennan Boesch,2014,RF,UFA,NYY,LAA,1,"$800,000","$800,000"
134,Omar Quintanilla,2014,SS,UFA,NYM,NYM,1,"$800,000","$800,000"
135,Xavier Nady,2014,1B,UFA,COL,SD,1,"$775,000","$775,000"
136,Adam Rosales,2014,2B,UFA,OAK,TEX,1,"$750,000","$750,000"
137,Grady Sizemore,2014,RF,UFA,CLE,BOS,1,"$750,000","$750,000"
138,Chad Gaudin,2014,SP,UFA,SF,PHI,1,"$750,000","$750,000"
139,Taylor Teagarden,2014,C,UFA,BAL,NYM,1,"$725,000","$725,000"
140,Daniel Hudson,2014,RP,UFA,ARI,ARI,1,"$700,000","$700,000"
141,Mike Baxter,2014,LF,UFA,NYM,LAD,1,"$700,000","$700,000"
142,Ryan Kalish,2014,LF,UFA,BOS,CHC,1,"$550,000","$550,000"
143,Francisco Peguero,2014,RF,UFA,SF,BAL,1,"$550,000","$550,000"
144,A.J. Pierzynski,2014,C,UFA,BOS,STL,1,"$500,000","$500,000"
145,Tony Sipp,2014,RP,UFA,ARI,SD,1,"$500,000","$500,000"
146,Dylan Axelrod,2014,RP,UFA,CHW,CHW,1,"$500,000","$500,000"
147,Zach Putnam,2014,RP,UFA,CHC,CHW,1,"$500,000","$500,000"
148,Miguel Tejada,2014,2B,UFA,KC,MIA,1,$0,$0
149,Endy Chavez,2014,LF,UFA,SEA,SEA,1,$0,$0
150,Lou Marson,2014,C,UFA,CLE,PHI,1,$0,$0
151,Cesar Izturis,2014,SS,UFA,CIN,HOU,1,$0,$0
152,Ryan Roberts,2014,2B,UFA,TB,CHC,1,$0,$0
153,Scott Sizemore,2014,2B,UFA,OAK,NYY,1,$0,$0
154,Tommy Hanson,2014,SP,UFA,TEX,CHW,1,$0,$0
155,Kyle Farnsworth,2014,RP,UFA,NYM,HOU,1,$0,$0
156,Nick Massett,2014,RP,UFA,CIN,COL,1,$0,$0
157,Jeremy Hermida,2014,RF,UFA,CLE,MIL,1,$0,$0
158,Chris Snyder,2014,C,UFA,BAL,WSH,1,$0,$0
159,Tsuyoshi Wada,2014,SP,UFA,BAL,CHC,1,$0,$0
160,Jon Rauch,2014,RP,UFA,BAL,KC,1,$0,$0
161,Jonathan Sanchez,2014,SP,UFA,PIT,CHC,1,$0,$0
162,Heath Bell,2014,RP,UFA,TB,BAL,1,$0,$0
163,John Buck,2014,C,UFA,SEA,LAA,1,$0,$0
164,Manny Corpas,2014,RP,UFA,COL,COL,1,$0,$0
165,Koyie Hill,2014,C,UFA,MIA,WSH,1,$0,$0
166,Clayton Richard,2014,RP,UFA,SD,ARI,0,$0,$0
167,Henry Blanco,2014,C,UFA,SEA,ARI,1,$0,$0
168,Brent Lillibridge,2014,LF,UFA,NYY,TEX,1,$0,$0
169,Wilson Betemit,2014,3B,UFA,BAL,TB,1,$0,$0
170,Xavier Paul,2014,LF,UFA,CIN,BAL,1,$0,$0
171,Rob Johnson,2014,C,UFA,STL,SD,1,$0,$0
172,Andres Torres,2014,CF,UFA,SF,BOS,1,$0,$0
173,Brian Omogrosso,2014,RP,UFA,CHW,CHW,1,$0,$0
174,Wade LeBlanc,2014,SP,UFA,HOU,LAA,1,$0,$0
175,Jairo Asencio,2014,RP,UFA,BAL,CHW,1,$0,$0
176,Shelley Duncan,2014,LF,UFA,TB,ARI,1,$0,$0
177,Robert Coello,2014,RP,UFA,LAA,NYY,1,$0,$0
178,J.C. Boscan,2014,C,UFA,CHC,LAD,1,$0,$0
179,Frank Francisco,2014,RP,UFA,NYM,CHW,1,$0,$0
180,Kameron Loe,2014,RP,UFA,ATL,SF,1,$0,$0
181,Ronny Cedeno,2014,SS,UFA,SD,PHI,1,$0,$0
182,Chris Getz,2014,2B,UFA,KC,TOR,1,$0,$0
183,Jordany Valdespin,2014,2B,UFA,NYM,MIA,1,$0,$0
184,Jim Johnson,2014,RP,UFA,OAK,DET,1,$0,$0
185,Chang-yong Lim,2014,RP,UFA,CHC,CHC,1,$0,$0
186,Sandy Rosario,2014,RP,UFA,SF,SF,1,$0,$0
187,Yunesky Maya,2014,RP,UFA,WSH,ATL,1,$0,$0
188,Josh Bell,2014,3B,UFA,ARI,LAD,1,$0,$0
189,Jose Veras,2014,RP,UFA,CHC,HOU,1,$0,$0
190,Jamey Carroll,2014,2B,UFA,KC,WSH,1,$0,$0
191,Eli Whiteside,2014,C,UFA,TEX,CHC,1,$0,$0
192,Scott Cousins,2014,RF,UFA,LAA,BOS,1,$0,$0
193,Zach Braddock,2014,RP,UFA,BAL,SD,1,$0,$0
194,Rafael Betancourt,2014,RP,UFA,COL,COL,1,$0,$0
195,Bobby Abreu,2014,LF,UFA,PHI,NYM,1,$0,$0
196,Daniel Bard,2014,RP,UFA,CHC,TEX,1,$0,$0
197,Aaron Laffey,2014,RP,UFA,LAD,BAL,1,$0,$0
198,Mark Rogers,2014,RP,UFA,MIL,SEA,1,$0,$0
199,Lars Anderson,2014,1B,UFA,TOR,CHC,1,$0,$0
200,Chris Valaika,2014,2B,UFA,MIA,CHC,1,$0,$0
201,Aaron Cunningham,2014,LF,UFA,TEX,CHC,1,$0,$0
202,Mike Fontenot,2014,2B,UFA,TB,WSH,1,$0,$0
203,Chad Tracy,2014,1B,UFA,WSH,BAL,1,$0,$0
204,Jeremy Jeffress,2014,RP,UFA,TOR,MIL,1,$0,$0
205,David Aardsma,2014,RP,UFA,CLE,STL,1,$0,$0
206,Joe Blanton,2014,RP,UFA,LAA,OAK,1,$0,$0
207,Jeff Francis,2014,SP,UFA,COL,CIN,1,$0,$0
208,Ty Wigginton,2014,3B,UFA,STL,MIA,1,$0,$0
