"RANK","PLAYER (280)","POS","AGE","YOE","B/T","TEAM FROM","TEAM TO","YRS","VALUE","AAV","WAR"
"T19","Neil Walker","2B","31.9","6.166","R","NYM","NYM","1","$17,200,000","$17,200,000",""
"T21","Carlos Beltrán","DH/RF","40.3","12.014","R","TEX","HOU","1","$16,000,000","$16,000,000",""
"T21","Brad Ziegler","RP","37.8","2.122","R/R","BOS","MIA","2","$16,000,000","$8,000,000",""
"T21","Jason Hammel","RP","34.9","9.153","R/R","CHC","KC","2","$16,000,000","$8,000,000",""
"24","Luis Valbuena","3B","31.7","6.148","L/R","HOU","LAA","2","$15,000,000","$7,500,000",""
"25","Charlie Morton","SP/SP2","33.8","8.009","R/R","PHI","HOU","2","$14,000,000","$7,000,000",""
"T26","Matt Holliday","OF","37.6","7","R/R","STL","NYY","1","$13,000,000","$13,000,000",""
"T26","Welington Castillo","C","30.3","5.009","R/R","ARI","BAL","2","$13,000,000","$6,500,000",""
"T28","Wilson Ramos","C","30.0","6.047","R/R","WSH","TB","2","$12,500,000","$6,250,000",""
"T28","Bartolo Colon","SP/SP2","44.2","12.061","R/R","NYM","ATL","1","$12,500,000","$12,500,000",""
"T28","Steven Pearce","1B/LF","34.3","7.116","R/R","BAL","TOR","2","$12,500,000","$6,250,000",""
"T31","Junichi Tazawa","RP","31.2","6.086","R/R","BOS","MIA","2","$12,000,000","$6,000,000",""
"T31","Brandon Moss","DH","33.9","6.160","L/R","STL","KC","2","$12,000,000","$6,000,000",""
"T31","Travis Wood","SP","30.5","6.004","R/L","CHC","KC","2","$12,000,000","$6,000,000",""
"T34","Carlos Gomez","RF","31.7","3.141","R/R","TEX","TEX","1","$11,500,000","$11,500,000",""
"T34","Sean Rodriguez","2B","32.3","7.133","R/R","PIT","ATL","2","$11,500,000","$5,750,000",""
"T36","Santiago Casilla","RP","37.1","3.148","R/R","SF","OAK","2","$11,000,000","$5,500,000",""
"T36","Marc Rzepczynski","RP","31.9","6.132","L/L","WSH","SEA","2","$11,000,000","$5,500,000",""
"T36","Daniel Hudson","RP/CL","30.4","6.117","R/R","ARI","PIT","2","$11,000,000","$5,500,000",""
"T36","Matt Joyce","LF","33.0","7.123","L/R","PIT","OAK","2","$11,000,000","$5,500,000",""
"40","Andrew Cashner","RP","30.9","6.126","R/R","MIA","TEX","1","$10,000,000","$10,000,000",""
"41","Michael Saunders","LF","30.8","0.138","L/R","TOR","PHI","1","$9,000,000","$9,000,000",""
"42","Mike Napoli","1B/DH","35.8","10.151","R/R","CLE","TEX","1","$8,500,000","$8,500,000",""
"T43","R.A. Dickey","SP/SP4","42.8","12.007","R/R","TOR","ATL","1","$8,000,000","$8,000,000",""
"T43","Jon Jay","RF","32.4","6.134","L/L","SD","CHC","1","$8,000,000","$8,000,000",""
"45","Joaquin Benoit","RP","40.2","8.04","R/R","TOR","PHI","1","$7,500,000","$7,500,000",""
"46","Greg Holland","RP","31.8","5.028","R/R","KC","COL","1","$7,000,000","$7,000,000",""
"T47","Boone Logan","RP","33.0","3.14","R/L","COL","CLE","1","$6,500,000","$6,500,000",""
"T47","Jerry Blevins","RP","33.9","7.081","L/L","NYM","NYM","1","$6,500,000","$6,500,000",""
"T49","Derek Holland","RP","30.8","7.120","L","TEX","CHW","1","$6,000,000","$6,000,000",""
"T49","Koji Uehara","RP","42.3","8.000","R/R","BOS","CHC","1","$6,000,000","$6,000,000",""
"T49","Rajai Davis","CF","36.8","5.043","R/R","CLE","OAK","1","$6,000,000","$6,000,000",""
"52","Jesse Chavez","RP","34.0","6.108","R/R","LAD","LAA","1","$5,750,000","$5,750,000",""
"53","Mitch Moreland","1B/DH","31.9","6.067","L/L","TEX","BOS","1","$5,500,000","$5,500,000",""
"54","Neftali Feliz","RP","29.2","6.151","R/R","PIT","MIL","1","$5,350,000","$5,350,000",""
"55","Trevor Plouffe","3B/2B","31.2","","R/R","MIN","OAK","1","$5,250,000","$5,250,000",""
"56","Colby Rasmus","LF","31.0","8.000","L/L","HOU","TB","1","$5,000,000","$5,000,000",""
"T57","Ben Revere","CF","29.2","5.149","L/R","WSH","LAA","1","$4,000,000","$4,000,000",""
"T57","Jeff Mathis","C","34.3","10.012","R/R","MIA","ARI","2","$4,000,000","$2,000,000",""
"T57","Joe Blanton","RP","36.7","4.158","R/R","LAD","WSH","1","$4,000,000","$4,000,000",""
"60","Drew Butera","C","34.0","6.018","R/R","KC","KC","2","$3,800,000","$1,900,000",""
"T61","Stephen Drew","2B/SS","34.4","4.038","L/R","WSH","WSH","1","$3,500,000","$3,500,000",""
"T61","Chris Carter","1B","30.7","","R/R","MIL","NYY","1","$3,500,000","$3,500,000",""
"T63","Jered Weaver","SP/SP3","34.8","10.129","R/R","LAA","SD","1","$3,000,000","$3,000,000",""
"T63","Drew Storen","RP","30.0","6.140","R","SEA","CIN","1","$3,000,000","$3,000,000",""
"T63","Joe Smith","RP","33.4","9.091","R/R","CHC","TOR","1","$3,000,000","$3,000,000",""
"T63","J.P. Howell","RP","34.3","3.007","L/L","LAD","TOR","1","$3,000,000","$3,000,000",""
"T63","Jeff Locke","RP","29.8","","L/L","PIT","MIA","1","$3,000,000","$3,000,000",""
"T63","Sergio Romo","RP","34.4","8.097","R/R","SF","LAD","1","$3,000,000","$3,000,000",""
"T63","Andres Blanco","3B","33.3","6.007","R","PHI","PHI","1","$3,000,000","$3,000,000",""
"T63","Fernando Salas","RP","32.2","0.044","R/R","NYM","NYM","1","$3,000,000","$3,000,000",""
"71","Fernando Rodney","RP","40.4","13.137","R/R","MIA","ARI","1","$2,750,000","$2,750,000",""
"72","Franklin Gutierrez","","34.5","3.011","R/R","SEA","LAD","1","$2,600,000","$2,600,000",""
"73","A.J. Ellis","C","36.3","6.151","R/R","PHI","MIA","1","$2,500,000","$2,500,000",""
"74","Edwin Jackson","SP/SP5","33.9","11.031","R/R","SD","BAL","1","$2,450,000","$2,450,000",""
"75","Scott Feldman","SP/SP1","34.5","4.091","L/R","TOR","CIN","1","$2,300,000","$2,300,000",""
"T76","Jorge De La Rosa Minor","RP","36.3","6.015","L/L","","ARI","1","$2,250,000","$2,250,000",""
"T76","Dustin Ackley Minor","2B","29.5","","L/R","","LAA","1","$2,250,000","$2,250,000",""
"T76","Yusmeiro Petit Minor","RP","32.8","6.016","R/R","","LAA","1","$2,250,000","$2,250,000",""
"79","Matt Belisle","RP","37.2","11.019","R/R","WSH","MIN","1","$2,050,000","$2,050,000",""
"T80","Nathan Eovaldi","SP/SP1","27.5","5.013","R/R","NYY","TB","1","$2,000,000","$2,000,000",""
"T80","Nick Hundley","C","33.9","8.059","R/R","COL","SF","1","$2,000,000","$2,000,000",""
"T80","Geovany Soto Minor","C","34.6","3.096","R/R","","CHW","1","$2,000,000","$2,000,000",""
"T80","Alex Avila","C","30.5","7.061","L/R","CHW","DET","1","$2,000,000","$2,000,000",""
"T80","Chase Utley","2B","38.7","7.027","L/R","LAD","LAD","1","$2,000,000","$2,000,000",""
"T80","Brian Duensing","RP","34.5","7.055","L/L","BAL","CHC","1","$2,000,000","$2,000,000",""
"T80","Pedro Alvarez","1B","30.5","6.085","L/R","BAL","BAL","1","$2,000,000","$2,000,000",""
"T80","Michael Bourn Minor","CF","34.6","10.003","L/R","","BAL","1","$2,000,000","$2,000,000",""
"T80","Aaron Hill Minor","3B","35.4","3.136","R/R","","SF","1","$2,000,000","$2,000,000",""
"T89","Erick Aybar Minor","SS","33.6","4.086","R","","SD","1","$1,750,000","$1,750,000",""
"T89","Bud Norris Minor","RP","32.4","7.068","R/R","","LAA","1","$1,750,000","$1,750,000",""
"T89","Trevor Cahill","SP","29.4","7.098","R/R","CHC","SD","1","$1,750,000","$1,750,000",""
"T89","Dustin McGowan","RP","35.4","9.161","R/R","MIA","MIA","1","$1,750,000","$1,750,000",""
"T89","Jhoulys Chacin","SP","29.6","6.054","R/R","LAA","SD","1","$1,750,000","$1,750,000",""
"T89","Doug Fister Minor","SP/SP2","33.5","7.058","L/R","","LAA","1","$1,750,000","$1,750,000",""
"T89","Clayton Richard","RP","33.9","6.163","L/L","SD","SD","1","$1,750,000","$1,750,000",""
"T96","Adam Lind","1B/DH","34.1","2.058","L/L","SEA","WSH","1","$1,500,000","$1,500,000",""
"T96","Kurt Suzuki","","33.8","9.112","R/R","MIN","ATL","1","$1,500,000","$1,500,000",""
"T96","Daniel Descalso","2B/LF","30.8","6.016","L/R","COL","ARI","1","$1,500,000","$1,500,000",""
"T96","Chris Iannetta","C","34.3","10.013","R/R","SEA","ARI","1","$1,500,000","$1,500,000",""
"T96","Mark Reynolds Minor","3B/1B","34.0","3.138","R/R","","COL","1","$1,500,000","$1,500,000",""
"T96","Rickie Weeks Minor","1B","34.9","4.036","R/R","","TB","1","$1,500,000","$1,500,000",""
"T96","Austin Jackson Minor","CF","30.5","1","R/R","","CLE","1","$1,500,000","$1,500,000",""
"T96","Mat Latos Minor","SP","29.7","7.013","R/R","","TOR","1","$1,500,000","$1,500,000",""
"T104","Tommy Hunter Minor","RP","31.1","7.090","R/R","","TB","1","$1,400,000","$1,400,000",""
"T104","Chris Heisey","LF/CF","32.7","6.042","R/R","WSH","WSH","1","$1,400,000","$1,400,000",""
"T104","Chris Heisey","LF/CF","32.7","6.042","R/R","WSH","WSH","1","$1,400,000","$1,400,000",""
"107","Peter Bourjos Minor","RF","30.3","0.062","R/R","","CHW","1","$1,350,000","$1,350,000",""
"T108","Ryan Hanigan Minor","C","37.0","8.077","R/R","","COL","1","$1,250,000","$1,250,000",""
"T108","Tommy Milone","SP","30.5","4.113","L/L","MIN","MIL","1","$1,250,000","$1,250,000",""
"T108","Alexi Amarista","SS","28.3","","L/R","SD","COL","1","$1,250,000","$1,250,000",""
"T108","Seth Maness Minor","RP","28.8","3.154","R/R","","KC","1","$1,250,000","$1,250,000",""
"T108","Brandon Morrow Minor","RP","33.1","8.142","R/R","","LAD","1","$1,250,000","$1,250,000",""
"T108","Adam Rosales","2B/SS/3B","34.2","0.136","R/R","SD","OAK","1","$1,250,000","$1,250,000",""
"T108","Bryan Morris","RP","30.3","","L/R","MIA","SF","1","$1,250,000","$1,250,000",""
"T108","Ike Davis Minor","1B","30.4","5.170","L/L","","LAD","1","$1,250,000","$1,250,000",""
"116","Derek Norris","C","28.5","","R/R","WSH","TB","1","$1,200,000","$1,200,000",""
"117","Matt Albers Minor","RP","34.6","5.141","L/R","","WSH","1","$1,150,000","$1,150,000",""
"118","Johnny Giavotella Minor","2B","30.1","","R/R","","BAL","1","$1,100,000","$1,100,000",""
"119","Jacob Lindgren","RP","24.4","0.049","R/L","NYY","ATL","1","$1,025,000","$1,025,000",""
"T120","Grégor Blanco Minor","RF/LF","33.7","6.164","L/L","","ARI","1","$1,000,000","$1,000,000",""
"T120","Shawn Tolleson","RP","29.6","4.109","R/R","TEX","TB","1","$1,000,000","$1,000,000",""
"T120","Kris Medlen Minor","SP","31.8","0.137","R","","ATL","1","$1,000,000","$1,000,000",""
"T120","Peter Moylan Minor","RP","38.7","1.003","R/R","","KC","1","$1,000,000","$1,000,000",""
"T120","Bobby Wilson Minor","C","34.3","","R/R","","LAD","1","$1,000,000","$1,000,000",""
"T120","Cory Luebke Minor","RP","32.4","","R/L","","CHW","1","$1,000,000","$1,000,000",""
"T120","Kyle Kendrick Minor","SP","33.0","0.159","R/R","","BOS","1","$1,000,000","$1,000,000",""
"T120","Edwin Jackson Minor","SP/SP5","33.9","11.031","R/R","","WSH","1","$1,000,000","$1,000,000",""
"T128","Chris Gimenez Minor","C","34.6","","R/R","","MIN","1","$950,000","$950,000",""
"T128","Hank Conger Minor","C","29.5","","R","","ARI","1","$950,000","$950,000",""
"T130","Anthony Swarzak Minor","RP","31.9","5.024","R/R","","CHW","1","$900,000","$900,000",""
"T130","Craig Stammen Minor","RP","33.4","5.160","R/R","","SD","1","$900,000","$900,000",""
"T130","J.J. Hoover Minor","RP","30.0","3.153","R/R","","ARI","1","$900,000","$900,000",""
"T133","Rubby De La Rosa Minor","SP/SP4","28.4","4.097","R/R","","ARI","1","$750,000","$750,000",""
"T133","Henderson Alvarez III Minor","SP","27.3","","R/R","","PHI","1","$750,000","$750,000",""
"T133","Héctor Sánchez Minor","C","27.8","","R","","SD","1","$750,000","$750,000",""
"136","Logan Ondrusek","RP","32.5","4.158","R/R","BAL","BAL","1","$650,000","$650,000",""
"137","Michael Kirkman Minor","RP","30.9","","L/L","","ATL","1","$600,000","$600,000",""
"138","Adam Moore Minor","C","33.2","","R/R","","CLE","1","$570,000","$570,000",""
"139","Blake Parker Minor","RP","32.2","2.036","R/R","","LAA","1","$560,000","$560,000",""
"140","Jesús Montero Minor","C","27.7","","R/R","","BOS","1","$550,000","$550,000",""
"T141","Danny Espinosa","SS/2B","30.3","","R","LAA","SEA","1","$535,000","$535,000",""
"T141","Brayan Pena Minor","C","35.6","1.081","S/R","","KC","1","$535,000","$535,000",""
"T141","Josh Hamilton Minor","LF/CF","36.2","2","L/L","","TEX","1","$535,000","$535,000",""
"T144","Ryan Howard Minor","1B","37.8","3.145","L/L","","COL","0","$0","",""
"T144","Tim Collins Minor","RP","28.0","","L/L","","WSH","0","$0","",""
"T144","Brett Hayes Minor","C","33.5","6.017","R/R","","TEX","0","$0","",""
"T144","Jordan Lyles Minor","SP","26.8","5.020","R/R","","SD","0","$0","",""
"T144","Tom Wilhelmsen Minor","RP","33.7","5.072","R/R","","MIL","0","$0","",""
"T144","Domonic Brown Minor","LF","29.9","","L/L","","COL","0","$0","",""
"T144","Tony Cruz Minor","C","31.0","","R/R","","SD","0","$0","",""
"T144","Edward Mujica Minor","RP","33.2","1.115","R/R","","DET","0","$0","",""
"T144","T.J. McFarland Minor","RP","28.2","3.007","L/L","","ARI","1","$0","$0",""
"T144","David Hale Minor","RP","29.8","1.168","R/R","","LAD","0","$0","",""
"T144","Pablo Sandoval Minor","3B","31.0","8.047","R","","SF","0","$0","",""
"T144","Jim Adduci Minor","CF","32.2","","L/L","","DET","0","$0","",""
"T144","Danny Farquhar Minor","RP","30.5","2.170","R/R","","CHW","0","$0","",""
"T144","Cody Asche Minor","LF","27.1","","L/R","","CHW","0","$0","",""
"T144","Neil Ramirez Minor","RP","28.2","2.095","R/R","","WSH","0","$0","",""
"T144","Erik Johnson Minor","SP/SP5","27.6","","R/R","","SD","0","$0","",""
"T144","Matt Magill Minor","RP/CL","27.8","0.047","R/R","","SD","0","$0","",""
"T144","Chris Colabello Minor","1B","33.8","","R/R","","CLE","0","$0","",""
"T144","Bryan Holaday Minor","C","29.8","3.025","R/R","","DET","1","$0","$0",""
"T144","Kyle Lobstein Minor","RP","28.0","1.033","L/L","","MIA","0","$0","",""
"T144","Jake Buchanan Minor","RP","27.9","0.137","R/R","","ARI","0","$0","",""
"T144","Daniel Robertson Minor","LF","31.8","","R/R","","CLE","0","$0","",""
"T144","Cory Rasmus Minor","RP","29.8","","R/R","","TB","0","$0","",""
"T144","Chris Withrow Minor","RP","28.3","","R/R","","KC","0","$0","",""
"T144","Oswaldo Arcia","LF","26.2","","L/R","SD","ARI","0","$0","",""
"T144","Juan Centeno Minor","C","27.8","1.083","L/R","","HOU","0","$0","",""
"T144","Carlos Rivero Minor","SS","29.2","","R/R","","ARI","0","$0","",""
"T144","Brett Wallace Minor","3B","31.0","","L/R","","SD","0","$0","",""
"T144","Scott Snodgress Minor","SP","27.9","","L/L","","CHW","0","$0","",""
"T144","Munenori Kawasaki Minor","SS/2B","36.2","","L/R","","CHC","0","$0","",""
"T144","Francisco Rodriguez Minor","RP","35.6","13.115","R/R","","WSH","0","$0","",""
"T144","Jonny Venters Minor","RP","32.4","","L/L","","TB","1","$0","$0",""
"T144","James Russell Minor","RP","31.6","","L/L","","CLE","0","$0","",""
"T144","Pedro Beato Minor","RP","30.8","","R/R","","PHI","0","$0","",""
"T144","Cesar Cabral Minor","RP","28.5","","","","BOS","0","$0","",""
"T144","Gordon Beckham Minor","2B","30.9","7.123","R/R","","SEA","0","$0","",""
"T144","Justin De Fratus Minor","RP","29.8","","S/R","","SD","0","$0","",""
"T144","Josh Thole Minor","C","30.8","5.165","L/R","","ARI","1","$0","$0",""
"T144","Mike Pelfrey Minor","RP","33.6","3.122","R/R","","CHW","1","$0","$0",""
"T144","Jarrod Saltalamacchia Minor","C","32.4","2.043","R","","TOR","0","$0","",""
"T144","Jason Motte Minor","RP","35.2","8.027","R/R","","ATL","1","$0","$0",""
"T144","David Hernandez Minor","RP","32.2","7.095","R/R","","ATL","0","$0","",""
"T144","Craig Gentry Minor","LF/RF","33.7","","R/R","","BAL","0","$0","",""
"T144","Jake Elmore Minor","LF","30.2","2.095","R/R","","TOR","0","$0","",""
"T144","Andrew Bellatti Minor","RP","26.0","0.072","R/R","","BAL","0","$0","",""
"T144","Jeanmar Gomez Minor","RP","29.5","","R/R","","MIL","1","$0","$0",""
"T144","Adam Loewen Minor","RP","33.3","","","","TEX","0","$0","",""
"T144","Joey Butler Minor","LF","31.4","","R/R","","WSH","0","$0","",""
"T144","Ramón Cabrera Minor","C","27.8","","R","","MIA","0","$0","",""
"T144","Keyvius Sampson Minor","RP","26.6","","R/R","","ARI","0","$0","",""
"T144","Brandon Cunniff Minor","RP","28.8","","","","MIA","0","$0","",""
"T144","Williams Pérez Minor","SP/SP4","26.2","","R/R","","CHC","0","$0","",""
"T144","Ryan Vogelsong Minor","SP","40.1","2.02","R/R","","MIN","0","$0","",""
"T144","Jeff Beliveau Minor","RP","30.6","","L/L","","TOR","0","$0","",""
"T144","Gregorio Petit Minor","SS","32.7","","R/R","","TOR","0","$0","",""
"T144","Ross Detwiler Minor","RP","31.4","6.085","R/L","","OAK","0","$0","",""
"T144","Jerry Sands Minor","LF","29.8","","","","SF","0","$0","",""
"T144","Eric Young Jr. Minor","CF","32.2","","R","","LAA","0","$0","",""
"T144","Paul Janish Minor","SS/3B","34.8","","R/R","","BAL","1","$0","$0",""
"T144","Cesar Ramos Minor","RP","33.2","","L/L","","PHI","0","$0","",""
"T144","Chris Johnson Minor","3B/1B","32.8","","R/R","","BAL","0","$0","",""
"T144","Bronson Arroyo Minor","SP/SP5","40.5","6.15","R/R","","CIN","0","$0","",""
"T144","Travis Snider Minor","RF","29.5","5.086","L/L","","NYM","0","$0","",""
"T144","Gavin Floyd Minor","RP","34.5","3.045","R/R","","TOR","0","$0","",""
"T144","Manny Parra Minor","RP","34.8","1.063","L/L","","CHC","0","$0","",""
"T144","Steve Johnson Minor","RP","29.9","","R/R","","BAL","0","$0","",""
"T144","Chris Volstad Minor","RP","30.9","","R/R","","CHW","0","$0","",""
"T144","Jeremy Guthrie Minor","SP/SP5","38.3","2.13","R/R","","WSH","1","$0","$0",""
"T144","Justin Masterson Minor","RP","32.4","","R/R","","LAD","1","$0","$0",""
"T144","Joe Nathan Minor","RP","42.8","7.12","R/R","","WSH","0","$0","",""
"T144","Slade Heathcott Minor","LF","26.8","","L/L","","SF","0","$0","",""
"T144","Lucas Harrell Minor","RP","32.2","","R","","TOR","0","$0","",""
"T144","Omar Infante Minor","2B","35.7","6.027","R/R","","DET","0","$0","",""
"T144","Kevin Jepsen Minor","RP","33.1","6.163","R/R","","WSH","0","$0","",""
"T144","Justin Ruggiano Minor","RF","35.3","5.024","R/R","","SF","0","$0","",""
"T144","Brian Matusz Minor","RP","30.5","6.048","L/L","","ARI","0","$0","",""
"T144","David Lough Minor","RF","31.6","","L/L","","DET","0","$0","",""
"T144","Nick Buss Minor","LF","30.7","","L/R","","SD","0","$0","",""
"T144","Gerardo Concepcion Minor","RP","25.4","","","","CHC","0","$0","",""
"T144","Christian Villanueva Minor","3B","26.2","","R/R","","SD","0","$0","",""
"T144","Louis Coleman Minor","RP","31.3","","R/R","","ARI","0","$0","",""
"T144","Cody Ege Minor","RP","26.2","","L/L","","LAA","0","$0","",""
"T144","Blake Smith Minor","P","29.7","","","","CHW","0","$0","",""
"T144","Eric O'Flaherty Minor","RP","32.5","2.062","L/L","","ATL","1","$0","$0",""
"T144","Emilio Bonifacio Minor","CF","32.3","7.069","R","","ARI","0","$0","",""
"T144","Eury Perez Minor","LF","27.2","","R/R","","PIT","0","$0","",""
"T144","Chris Dickerson Minor","LF","35.3","","L/L","","BAL","0","$0","",""
"T144","Josh Lindblom Minor","SP","30.2","1.101","R/R","","PIT","0","$0","",""
"T144","Al Alburquerque Minor","RP","31.2","4.152","R/R","","KC","0","$0","",""
"T144","Maikel Cleto Minor","RP","28.2","","R/R","","CHC","0","$0","",""
"T144","Adam Wilk Minor","RP","29.7","","L/L","","NYM","0","$0","",""
"T144","Michael Saunders","LF","30.8","0.138","L/R","PHI","TOR","0","$0","",""
"T144","Dillon Gee Minor","RP","31.2","5.108","R/R","","MIN","0","$0","",""
"T144","Blaine Boyer Minor","RP","36.1","1.07","R/R","","BOS","0","$0","",""
"T144","Alejandro De Aza Minor","LF","33.3","7.139","L/L","","WSH","0","$0","",""
"T144","Brett Anderson Minor","SP","29.5","8.000","L/L","","TOR","0","$0","",""
"T144","Vance Worley Minor","RP","29.9","4.112","R/R","","MIA","1","$0","$0",""
"T144","Drew Stubbs Minor","CF","32.8","","R/R","","TEX","0","$0","",""
"T144","Chris Carter Minor","1B","30.7","","R/R","","OAK","0","$0","",""
"T144","Craig Breslow Minor","RP","37.0","8.129","L/L","","CLE","0","$0","",""
"T144","Desmond Jennings Minor","LF/CF","30.8","","R/R","","NYM","1","$0","$0",""
"T144","A.J. Jimenez Minor","C","27.2","","R/R","","TEX","1","$0","$0",""
"T144","Ryan Raburn Minor","LF/RF","36.3","3.056","R/R","","CHW","0","$0","",""
"T144","Jonathan Niese Minor","RP","30.8","7.107","L/L","","NYY","1","$0","$0",""
"T144","Chris Coghlan Minor","LF","32.2","","L/R","","TOR","1","$0","$0",""
"T144","James Loney Minor","1B","33.2","2.012","L/L","","ATL","0","$0","",""
"T144","Josmil Pinto Minor","C","28.3","","R/R","","SF","0","$0","",""
"T144","Tim Melville Minor","SP","27.8","0.015","R/R","","MIN","0","$0","",""
"T144","Keury Mella Minor","RP","24.0","","R/R","","CIN","0","$0","",""
"T144","Ernesto Frieri Minor","RP","32.1","","R/R","","TEX","1","$0","$0",""
"T144","Fernando Salas Minor","RP","32.2","0.044","R/R","","LAA","0","$0","",""
"T144","Rob Brantly Minor","C","28.1","1.130","L/R","","CHW","0","$0","",""
"T144","Rafael Ortega Minor","DH/CF","26.2","0.086","L/R","","SD","0","$0","",""
"T144","Joe Mantiply Minor","RP","26.4","0.030","R/L","","NYY","0","$0","",""
"T144","Rangel Ravelo Minor","1B","25.3","","R/R","","STL","0","$0","",""
"T144","Orlando Calixte Minor","SS","25.5","0.018","R/R","","SF","0","$0","",""
"T144","Anthony Banda Minor","RP","24.0","","L/L","","ARI","0","$0","",""
"T144","Elliot Soto Minor","SS","28.0","","R/R","","CHC","0","$0","",""
"T144","Asher Wojciechowski Minor","SP/SP3","28.7","0.114","R/R","","CIN","0","$0","",""
"T144","Jorge Rondon Minor","RP","28.9","","R/R","","PIT","0","$0","",""
"T144","Yohan Pino Minor","SP","33.7","","R/R","","MIN","0","$0","",""
"T144","Willians Astudillo Minor","C","25.8","","R/R","","ARI","0","$0","",""
"T144","Cesar Puello Minor","RF","26.3","0.019","R/R","","LAA","0","$0","",""
"T144","Dylan Cozens Minor","OF","23.2","","L/L","","PHI","0","$0","",""
"T144","Javy Guerra Minor","RP","31.8","3.018","R/R","","MIA","0","$0","",""
"T144","J.B. Shuck Minor","LF/CF","30.2","3.080","L/L","","MIN","0","$0","",""
"T144","Steve Baron Minor","C","26.7","0.027","R/R","","SEA","0","$0","",""
"T144","Sam Freeman Minor","RP","30.2","2.050","R/L","","ATL","0","$0","",""
"T144","Lucas Luetge Minor","RP","30.4","2.009","L/L","","BAL","0","$0","",""
"T144","Anthony Bass Minor","RP","29.8","2.148","R/R","","TEX","0","$0","",""
"T144","Juan Francisco Minor","1B","30.2","","L/R","","BAL","0","$0","",""
"T144","Efren Navarro Minor","1B","31.2","","L/L","","DET","0","$0","",""
"T144","Matt den Dekker Minor","CF","30.0","","L/L","","DET","0","$0","",""
"T144","Alex Presley Minor","LF","32.1","","L/L","","DET","0","$0","",""
"T144","Steve Lombardozzi Minor","2B/3B","28.9","","S/R","","MIA","0","$0","",""
"T144","Jason Adam Minor","RP/SU8","26.0","","R/R","","KC","0","$0","",""
"T144","Eric Sogard Minor","3B/SS","31.2","5.064","L/R","","MIL","0","$0","",""
