"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Payroll Salary","Adj Salary","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Age","Age","Weight","Height",""
"","Tim Anderson","2021","SS","CHW","$7,250,000","$0","$7,250,000","$7,250,000","0.051","$7,250,000","$4,166,667","6","$25,000,000","$14,464,376","2025","23","28","185","6'1""",""
"","Adam Ottavino","2021","RP","BOS","$7,150,000","$75,044","$7,225,044","$7,225,044","0.039","$7,225,044","$9,000,000","3","$27,000,000","$34,273,958","2022","33","35","246","6'5""",""
"","Shogo Akiyama","2021","CF","CIN","$7,000,000","$0","$7,000,000","$7,000,000","0.055","$7,000,000","$7,000,000","3","$21,000,000","$9,222,222","2023","31","33","190","6'0""",""
"","Kyle Schwarber","2021","LF","BOS","$7,000,000","$0","$7,000,000","$2,459,459","0.013","$2,459,459","$10,000,000","1","$10,000,000","$20,989,866","0","27","28","229","6'0""",""
"","Edwin Diaz","2021","RP/CL","NYM","$7,000,000","$0","$7,000,000","$7,000,000","0.035","$7,000,000","$7,000,000","1","$7,000,000","$11,247,647","0","26","27","165","6'3""",""
"","Chris Martin","2021","RP","ATL","$7,000,000","$0","$7,000,000","$7,000,000","0.046","$7,000,000","$7,000,000","2","$14,000,000","$13,791,946","2024","33","35","225","6'8""",""
"","Ha-seong Kim","2021","SS","SD","$7,000,000","$0","$7,000,000","$7,000,000","0.039","$7,000,000","$7,000,000","4","$28,000,000","$7,000,000","2026","25","25","168","5'9""",""
"","Mike Minor","2021","SP","KC","$7,000,000","$0","$7,000,000","$7,000,000","0.076","$7,000,000","$9,000,000","2","$18,000,000","$50,414,609","2024","33","33","210","6'4""",""
"","Mark Canha","2021","LF","OAK","$6,925,000","$0","$6,925,000","$6,925,000","0.077","$6,925,000","$6,925,000","1","$6,925,000","$12,817,250","0","31","32","209","6'2""",""
"","Yoan Moncada","2021","3B","CHW","$6,000,000","$800,000","$6,800,000","$6,800,000","0.048","$7,000,000","$14,000,000","5","$70,000,000","$41,300,012","2026","24","26","225","6'2""",""
"","Josh Hader","2021","RP/CL","MIL","$6,675,000","$0","$6,675,000","$6,675,000","0.067","$6,675,000","$6,675,000","1","$6,675,000","$9,813,764","2024","26","27","180","6'3""",""
"","Willson Contreras","2021","C","CHC","$6,650,000","$0","$6,650,000","$6,650,000","0.046","$6,650,000","$6,650,000","1","$6,650,000","$11,299,151","2023","28","29","225","6'1""",""
"","Andrew Benintendi","2021","LF","KC","$6,600,000","$0","$6,600,000","$3,800,000","0.042","$3,800,000","$5,000,000","2","$10,000,000","$13,508,585","2023","25","26","180","5'9""",""
"","Matt Boyd","2021","SP","DET","$6,500,000","$0","$6,500,000","$6,500,000","0.075","$6,500,000","$6,500,000","1","$6,500,000","$12,704,495","2023","29","30","234","6'3""",""
"","Chris Archer","2021","SP","TB","$6,500,000","$0","$6,500,000","$6,500,000","0.092","$6,500,000","$6,500,000","1","$6,500,000","$34,412,804","2022","32","32","195","6'2""",""
"","Lance McCullers","2021","SP","HOU","$6,500,000","$0","$6,500,000","$6,500,000","0.034","$6,500,000","$6,500,000","1","$6,500,000","$18,463,232","2022","27","27","202","6'1""",""
"","Max Kepler","2021","RF","MIN","$6,500,000","$0","$6,500,000","$6,500,000","0.054","$6,500,000","$7,000,000","5","$35,000,000","$17,174,086","2025","25","28","220","6'4""",""
"","Matt Chapman","2021","3B","OAK","$6,490,000","$0","$6,490,000","$6,490,000","0.072","$6,490,000","$6,490,000","1","$6,490,000","$10,133,426","0","27","28","220","6'0""",""
"","Gary Sanchez","2021","C","NYY","$6,350,000","$0","$6,350,000","$6,350,000","0.031","$6,350,000","$6,350,000","1","$6,350,000","$13,280,115","2023","28","28","230","6'2""",""
"","Josh Bell","2021","1B","WSH","$6,350,000","$0","$6,350,000","$6,350,000","0.044","$6,350,000","$6,350,000","1","$6,350,000","$14,983,247","2023","28","28","250","6'4""",""
"","Christian Vazquez","2021","C","BOS","$6,250,000","$0","$6,250,000","$6,250,000","0.033","$6,250,000","$4,450,000","3","$13,350,000","$13,797,262","0","27","30","205","5'9""",""
"","Joey Gallo","2021","RF","NYY","$6,200,000","$0","$6,200,000","$0","0.000","$6,200,000","$6,200,000","1","$6,200,000","$18,262,765","0","27","27","250","6'5""",""
"","Anthony DeSclafani","2021","SP","SF","$6,000,000","$0","$6,125,000","$6,125,000","0.036","$3,125,000","$6,000,000","1","$6,000,000","$10,374,847","0","30","31","195","6'1""",""
"","Ketel Marte","2021","CF","ARI","$6,000,000","$0","$6,000,000","$6,000,000","0.066","$6,000,000","$4,800,000","5","$24,000,000","$13,812,140","0","24","27","165","6'1""",""
"","Dellin Betances","2021","RP","NYM","$6,000,000","$0","$6,000,000","$6,000,000","0.030","$6,000,000","$10,500,000","1","$10,500,000","$30,797,341","2022","31","33","265","6'8""",""
"","Archie Bradley","2021","RP","PHI","$6,000,000","$0","$6,000,000","$6,000,000","0.030","$6,000,000","$6,000,000","1","$6,000,000","$16,226,033","2022","28","28","215","6'4""",""
"","Dansby Swanson","2021","SS","ATL","$6,000,000","$0","$6,000,000","$6,000,000","0.039","$6,000,000","$6,000,000","1","$6,000,000","$15,445,717","2023","26","27","190","6'1""",""
"","Daniel Hudson","2021","RP/CL","SD","$6,000,000","$0","$6,000,000","$2,096,770","0.012","$2,096,770","$5,500,000","2","$11,000,000","$27,035,107","2022","32","34","215","6'3""",""
"","Taylor Rogers","2021","RP","MIN","$6,000,000","$0","$6,000,000","$6,000,000","0.050","$6,000,000","$6,000,000","1","$6,000,000","$10,782,733","0","30","30","190","6'3""",""
"","Yan Gomes","2021","C","OAK","$6,000,000","$0","$6,000,000","$2,096,770","0.023","$2,096,770","$5,000,000","2","$10,000,000","$31,242,053","2022","32","33","215","6'2""",""
"","Jon Gray","2021","SP","COL","$6,000,000","$0","$6,000,000","$6,000,000","0.052","$6,000,000","$6,000,000","1","$6,000,000","$17,530,988","2022","29","29","225","6'4""",""
"","Sean Manaea","2021","SP","OAK","$5,950,000","$0","$5,950,000","$5,950,000","0.066","$5,950,000","$5,950,000","1","$5,950,000","$15,561,750","0","28","29","245","6'5""",""
"","Kenta Maeda","2021","SP","MIN","$3,000,000","$125,000","$5,625,000","$2,561,000","0.021","$4,936,000","$3,125,000","8","$25,000,000","$46,414,704","2024","27","33","184","6'1""",""
"","Jose Berrios","2021","SP","TOR","$5,600,000","$0","$5,600,000","$1,957,020","0.013","$1,957,020","$6,100,000","1","$6,100,000","$11,070,943","0","26","27","205","6'0""",""
"","Robbie Grossman","2021","LF","DET","$5,000,000","$0","$5,500,000","$5,500,000","0.064","$5,500,000","$5,000,000","2","$10,000,000","$13,670,037","2023","31","31","216","6'0""",""
"","Corey Knebel","2021","RP","LAD","$5,250,000","$0","$5,250,000","$5,250,000","0.020","$5,250,000","$5,250,000","1","$5,250,000","$18,783,496","2022","29","29","224","6'3""",""
"","Marco Gonzales","2021","SP","SEA","$5,000,000","$250,000","$5,250,000","$5,250,000","0.063","$5,000,000","$7,500,000","4","$30,000,000","$9,950,517","2026","27","29","195","6'1""",""
"","Steven Matz","2021","SP","TOR","$5,200,000","$0","$5,200,000","$5,200,000","0.035","$5,200,000","$5,200,000","1","$5,200,000","$12,538,438","2022","29","30","201","6'2""",""
"","Byron Buxton","2021","CF","MIN","$5,125,000","$0","$5,125,000","$5,125,000","0.043","$5,125,000","$5,125,000","1","$5,125,000","$15,314,417","2023","27","27","190","6'2""",""
"","Kyle Freeland","2021","SP","COL","$5,025,000","$0","$5,025,000","$5,025,000","0.043","$5,025,000","$5,025,000","1","$5,025,000","$9,909,249","0","27","28","201","6'4""",""
"","Hector Neris","2021","RP","PHI","$5,000,000","$0","$5,020,000","$5,020,000","0.025","$5,020,000","$5,000,000","1","$5,000,000","$10,421,684","2022","31","32","227","6'2""",""
"","Miguel Rojas","2021","SS","MIA","$5,000,000","$0","$5,000,000","$5,000,000","0.086","$5,000,000","$5,125,000","2","$10,250,000","$15,722,502","2023","30","32","188","6'0""",""
"","Alex Wood","2021","SP","SF","$3,000,000","$0","$5,000,000","$5,000,000","0.029","$5,000,000","$3,000,000","1","$3,000,000","$27,514,397","0","29","30","215","6'4""",""
"","Ronald Acuna Jr.","2021","RF","ATL","$5,000,000","$0","$5,000,000","$5,000,000","0.033","$5,000,000","$12,500,000","8","$100,000,000","$6,936,240","2029","21","23","205","6'0""",""
"","Alex Colome","2021","RP","MIN","$5,000,000","$0","$5,000,000","$5,000,000","0.042","$5,000,000","$6,250,000","1","$6,250,000","$24,509,822","2023","32","32","225","6'1""",""
"","Matt Olson","2021","1B","OAK","$5,000,000","$0","$5,000,000","$5,000,000","0.055","$5,000,000","$5,000,000","1","$5,000,000","$7,720,715","2024","26","27","225","6'5""",""
"","Chris Bassitt","2021","SP","OAK","$4,900,000","$0","$4,900,000","$4,900,000","0.054","$4,900,000","$4,900,000","1","$4,900,000","$7,348,183","0","31","32","217","6'5""",""
"","Rhys Hoskins","2021","1B","PHI","$4,800,000","$0","$4,800,000","$4,800,000","0.024","$4,800,000","$4,800,000","1","$4,800,000","$6,656,193","0","27","28","225","6'4""",""
"","Trey Mancini","2021","DH","BAL","$4,750,000","$0","$4,750,000","$4,750,000","0.112","$4,750,000","$4,750,000","1","$4,750,000","$8,370,754","2023","28","29","230","6'3""",""
"","Pedro Baez","2021","RP","HOU","$4,500,000","$250,000","$4,750,000","$4,750,000","0.025","$5,000,000","$6,250,000","2","$12,500,000","$12,144,173","2024","32","33","232","6'0""",""
"","Luke Voit","2021","1B","NYY","$4,700,000","$0","$4,700,000","$4,700,000","0.023","$4,700,000","$4,700,000","1","$4,700,000","$5,996,674","2025","29","30","255","6'3""",""
"","Brandon Nimmo","2021","CF","NYM","$4,700,000","$0","$4,700,000","$4,700,000","0.023","$4,700,000","$4,700,000","1","$4,700,000","$9,376,276","0","27","28","207","6'3""",""
"","Giovanny Urshela","2021","3B","NYY","$4,650,000","$0","$4,650,000","$4,650,000","0.023","$4,650,000","$4,650,000","1","$4,650,000","$7,198,636","2024","29","29","215","6'0""",""
"","Rafael Devers","2021","3B","BOS","$4,575,000","$0","$4,575,000","$4,575,000","0.025","$4,575,000","$4,575,000","1","$4,575,000","$8,045,481","2024","24","24","240","6'0""",""
"","Jonathan Schoop","2021","2B","DET","$4,500,000","$0","$4,500,000","$4,500,000","0.052","$4,500,000","$7,500,000","2","$15,000,000","$27,937,231","2024","29","29","225","6'1""",""
"","Jose Leclerc","2021","RP/CL","TEX","$4,000,000","$500,000","$4,500,000","$4,500,000","0.047","$4,000,000","$3,687,500","4","$14,750,000","$8,984,787","2025","25","27","190","6'0""",""
"","Jesus Aguilar","2021","1B","MIA","$4,350,000","$0","$4,500,000","$4,500,000","0.077","$4,500,000","$4,350,000","1","$4,350,000","$7,401,065","0","30","31","277","6'3""",""
"","Matt Barnes","2021","RP","BOS","$4,500,000","$0","$4,500,000","$4,500,000","0.024","$4,500,000","$4,500,000","1","$4,500,000","$10,666,615","0","30","31","208","6'4""",""
"","Martin Perez","2021","RP","BOS","$4,500,000","$0","$4,500,000","$4,500,000","0.024","$4,500,000","$5,000,000","1","$5,000,000","$30,166,681","0","29","30","200","6'0""",""
"","Joc Pederson","2021","LF","ATL","$4,500,000","$0","$4,500,000","$1,935,520","0.013","$1,935,520","$7,000,000","1","$7,000,000","$19,677,311","0","28","29","220","6'1""",""
"","Craig Stammen","2021","RP","SD","$4,000,000","$0","$4,500,000","$4,500,000","0.025","$4,500,000","$4,500,000","2","$9,000,000","$19,574,963","2023","35","37","228","6'2""",""
"","Zach Eflin","2021","SP","PHI","$4,450,000","$0","$4,450,000","$4,450,000","0.023","$4,450,000","$4,450,000","1","$4,450,000","$8,244,147","2023","26","27","215","6'6""",""
"","Joe Musgrove","2021","SP","SD","$4,450,000","$0","$4,450,000","$4,450,000","0.025","$4,450,000","$4,450,000","1","$4,450,000","$7,825,904","2023","28","28","235","6'5""",""
"","Michael Lorenzen","2021","SP","CIN","$4,437,500","$0","$4,437,500","$4,437,500","0.035","$4,437,500","$4,437,500","1","$4,437,500","$10,543,531","2022","28","29","220","6'3""",""
"","Eloy Jimenez","2021","DH","CHW","$3,500,000","$833,333","$4,333,333","$4,333,333","0.031","$3,500,000","$7,166,667","6","$43,000,000","$12,855,556","2027","22","24","235","6'4""",""
"","Jurickson Profar","2021","LF","SD","$3,500,000","$833,333","$4,333,333","$4,333,333","0.024","$4,500,000","$7,000,000","3","$21,000,000","$15,882,448","2024","27","28","184","6'0""",""
"","Teoscar Hernandez","2021","DH","TOR","$4,325,000","$0","$4,325,000","$4,325,000","0.029","$4,325,000","$4,325,000","1","$4,325,000","$5,872,916","2024","28","28","205","6'2""",""
"","Merrill Kelly","2021","SP","ARI","$4,250,000","$0","$4,250,000","$4,250,000","0.047","$4,250,000","$2,750,000","2","$5,500,000","$7,361,111","0","30","32","202","6'2""",""
"","Luis Castillo","2021","SP","CIN","$4,200,000","$0","$4,200,000","$4,200,000","0.033","$4,200,000","$4,200,000","1","$4,200,000","$5,853,464","2024","28","28","200","6'2""",""
"","Dinelson Lamet","2021","SP","SD","$4,200,000","$0","$4,200,000","$4,200,000","0.023","$4,200,000","$4,200,000","1","$4,200,000","$6,283,871","0","28","28","187","6'4""",""
"","Paul DeJong","2021","SS","STL","$4,000,000","$166,666","$4,166,666","$4,166,666","0.028","$4,000,000","$4,333,333","6","$26,000,000","$8,615,085","2026","24","27","205","6'0""",""
"","Lucas Giolito","2021","SP","CHW","$4,150,000","$0","$4,150,000","$4,150,000","0.029","$4,150,000","$4,150,000","1","$4,150,000","$8,663,212","2024","26","26","245","6'6""",""
"","Ian Happ","2021","CF","CHC","$4,100,000","$0","$4,100,000","$4,100,000","0.028","$4,100,000","$4,100,000","1","$4,100,000","$8,530,347","2024","26","26","205","6'0""",""
"","Mychal Givens","2021","RP","CIN","$4,050,000","$0","$4,050,000","$1,458,858","0.012","$1,458,858","$4,050,000","1","$4,050,000","$9,993,157","2022","30","31","230","6'0""",""
"","Gleyber Torres","2021","SS","NYY","$4,000,000","$0","$4,000,000","$4,000,000","0.019","$4,000,000","$4,000,000","1","$4,000,000","$7,030,082","0","24","24","205","6'1""",""
"","Tyler Glasnow","2021","SP","TB","$4,000,000","$0","$4,000,000","$4,000,000","0.057","$4,000,000","$4,000,000","1","$4,000,000","$7,100,032","2024","27","27","225","6'8""",""
"","Kwang-hyun Kim","2021","SP","STL","$4,000,000","$0","$4,000,000","$4,000,000","0.026","$4,000,000","$4,000,000","2","$8,000,000","$5,481,481","2026","31","32","195","6'2""",""
"","Mark Melancon","2021","RP","SD","$2,000,000","$0","$4,000,000","$4,000,000","0.022","$4,000,000","$3,000,000","1","$3,000,000","$81,111,776","2023","35","36","215","6'1""",""
"","Jake Diekman","2021","RP","OAK","$4,000,000","$0","$4,000,000","$4,000,000","0.044","$4,000,000","$3,750,000","2","$7,500,000","$16,654,481","2023","32","34","195","6'4""",""
"","Scott Oberg","2021","RP","COL","$4,000,000","$0","$4,000,000","$4,000,000","0.034","$4,000,000","$4,333,333","3","$13,000,000","$7,921,284","2023","29","31","203","6'2""",""
"","Joe Smith","2021","RP","SEA","$4,000,000","$0","$4,000,000","$1,462,340","0.017","$1,462,340","$4,000,000","2","$8,000,000","$45,563,000","2022","35","37","211","6'2""",""
"","Lourdes Gurriel Jr.","2021","LF","TOR","$3,500,000","$428,571","$3,928,571","$3,928,571","0.026","$3,500,000","$3,142,857","7","$22,000,000","$6,925,926","2024","23","27","215","6'4""",""
"","Jack Flaherty","2021","SP","STL","$3,900,000","$0","$3,900,000","$3,900,000","0.026","$3,900,000","$3,900,000","1","$3,900,000","$7,210,242","2024","25","25","225","6'4""",""
"","Brian Anderson","2021","3B","MIA","$3,800,000","$0","$3,800,000","$3,800,000","0.065","$3,800,000","$3,800,000","1","$3,800,000","$5,848,391","0","27","28","208","6'3""",""
"","Walker Buehler","2021","SP","LAD","$2,750,000","$1,000,000","$3,750,000","$3,750,000","0.014","$4,750,000","$4,000,000","2","$8,000,000","$7,912,267","2025","26","26","185","6'2""",""
"","Hunter Renfroe","2021","RF","BOS","$3,100,000","$0","$3,700,000","$3,700,000","0.020","$3,700,000","$3,100,000","1","$3,100,000","$9,536,454","2024","28","29","230","6'1""",""
"","Kevin Pillar","2021","CF","NYM","$3,600,000","$0","$3,600,000","$3,600,000","0.018","$3,600,000","$3,250,000","2","$6,500,000","$17,513,883","2023","31","32","210","6'0""",""
"","Julio Urias","2021","SP","LAD","$3,600,000","$0","$3,600,000","$3,600,000","0.014","$3,600,000","$3,600,000","1","$3,600,000","$7,180,638","2024","24","24","225","6'0""",""
"","Jonathan Villar","2021","OF","NYM","$3,550,000","$0","$3,550,000","$3,550,000","0.018","$3,550,000","$3,550,000","1","$3,550,000","$15,921,292","2022","29","30","215","6'1""",""
"","Joakim Soria","2021","RP/CL","TOR","$3,500,000","$0","$3,500,000","$1,223,105","0.008","$1,223,105","$3,500,000","1","$3,500,000","$68,204,647","2022","36","37","205","6'3""",""
"","Leury Garcia","2021","OF","CHW","$3,500,000","$0","$3,500,000","$3,500,000","0.025","$3,500,000","$3,500,000","1","$3,500,000","$8,990,659","2022","28","30","190","5'8""",""
"","Luis Robert","2021","CF","CHW","$3,500,000","$0","$3,500,000","$3,500,000","0.025","$3,500,000","$8,333,333","6","$50,000,000","$30,055,556","2028","22","23","220","6'2""",""
"","Brad Miller","2021","2B","PHI","$3,500,000","$0","$3,500,000","$3,500,000","0.018","$3,500,000","$3,500,000","1","$3,500,000","$19,299,176","2022","31","31","195","6'2""",""
"","Max Fried","2021","SP","ATL","$3,500,000","$0","$3,500,000","$3,500,000","0.023","$3,500,000","$3,500,000","1","$3,500,000","$7,717,338","2025","26","27","190","6'4""",""
"","Stephen Vogt","2021","C","ATL","$3,500,000","$0","$3,500,000","$1,467,726","0.010","$1,467,726","$3,000,000","1","$3,000,000","$12,962,499","2022","35","36","225","6'0""",""
"","Jason Castro","2021","C","HOU","$2,500,000","$1,000,000","$3,500,000","$3,500,000","0.018","$4,500,000","$3,500,000","2","$7,000,000","$47,484,755","2023","33","34","215","6'3""",""
"","Martin Maldonado","2021","C","HOU","$3,500,000","$0","$3,500,000","$3,500,000","0.018","$3,500,000","$3,500,000","2","$7,000,000","$16,460,356","2022","33","34","230","6'0""",""
"","Mike Clevinger","2021","SP","SD","$2,000,000","$1,500,000","$3,500,000","$3,500,000","0.020","$5,000,000","$5,750,000","2","$11,500,000","$8,670,513","2023","30","30","215","6'4""",""
"","Michael Fiers","2021","SP","OAK","$3,500,000","$0","$3,500,000","$3,500,000","0.039","$3,500,000","$3,500,000","1","$3,500,000","$25,069,124","2022","35","36","211","6'2""",""
"","Daniel Norris","2021","RP","MIL","$3,475,000","$0","$3,475,000","$1,214,395","0.012","$1,214,395","$3,475,000","1","$3,475,000","$9,547,212","2022","27","28","185","6'2""",""
"","Jose Urena","2021","SP","DET","$3,250,000","$0","$3,450,000","$3,450,000","0.040","$3,450,000","$3,250,000","1","$3,250,000","$9,761,924","0","29","29","208","6'2""",""
"","Brad Keller","2021","SP","KC","$3,350,000","$0","$3,350,000","$3,350,000","0.037","$3,350,000","$3,350,000","1","$3,350,000","$4,825,212","2024","25","25","255","6'5""",""
"","Brandon Woodruff","2021","SP","MIL","$3,275,000","$0","$3,275,000","$3,275,000","0.033","$3,275,000","$3,275,000","1","$3,275,000","$7,238,123","0","27","28","243","6'4""",""
"","Jesse Winker","2021","LF","CIN","$3,150,000","$0","$3,150,000","$3,150,000","0.025","$3,150,000","$3,150,000","1","$3,150,000","$5,732,914","0","27","27","215","6'3""",""
"","Michael Fulmer","2021","RP","DET","$3,100,000","$0","$3,100,000","$3,100,000","0.036","$3,100,000","$3,100,000","1","$3,100,000","$9,437,033","2023","27","28","246","6'3""",""
"","Mitch Haniger","2021","RF","SEA","$3,010,000","$0","$3,010,000","$3,010,000","0.036","$3,010,000","$3,010,000","1","$3,010,000","$7,115,716","0","30","30","215","6'2""",""
"","Ross Stripling","2021","SP","TOR","$3,000,000","$0","$3,000,000","$3,000,000","0.020","$3,000,000","$3,000,000","1","$3,000,000","$6,858,361","0","31","31","220","6'3""",""
"","Carlos Rodon","2021","SP","CHW","$3,000,000","$0","$3,000,000","$3,000,000","0.021","$3,000,000","$3,000,000","1","$3,000,000","$19,311,276","0","28","28","245","6'3""",""
"","Julio Teheran","2021","SP","DET","$3,000,000","$0","$3,000,000","$3,000,000","0.035","$3,000,000","$3,000,000","1","$3,000,000","$40,639,300","0","29","30","205","6'2""",""
"","Wilmer Flores","2021","2B","SF","$3,000,000","$0","$3,000,000","$3,000,000","0.018","$3,000,000","$3,125,000","2","$6,250,000","$16,225,803","0","28","29","205","6'3""",""
"","Michael Wacha","2021","SP","TB","$3,000,000","$0","$3,000,000","$3,000,000","0.042","$3,000,000","$3,000,000","1","$3,000,000","$22,392,249","2022","29","30","215","6'6""",""
"","Matt Moore","2021","RP","PHI","$3,000,000","$0","$3,000,000","$3,000,000","0.015","$3,000,000","$3,000,000","1","$3,000,000","$34,279,000","2022","31","32","210","6'3""",""
"","Ozzie Albies","2021","2B","ATL","$3,000,000","$0","$3,000,000","$3,000,000","0.020","$3,000,000","$5,000,000","7","$35,000,000","$5,456,596","2028","21","24","165","5'8""",""
"","Aledmys Diaz","2021","SS","HOU","$3,000,000","$0","$3,000,000","$3,000,000","0.016","$3,000,000","$3,000,000","1","$3,000,000","$15,962,963","2023","30","30","195","6'1""",""
"","Yusmeiro Petit","2021","RP","OAK","$2,550,000","$0","$3,000,000","$3,000,000","0.033","$3,000,000","$2,550,000","1","$2,550,000","$25,190,528","2022","36","36","252","6'1""",""
"","Antonio Senzatela","2021","SP","COL","$3,000,000","$0","$3,000,000","$3,000,000","0.026","$3,000,000","$3,000,000","1","$3,000,000","$4,786,074","0","25","26","236","6'1""",""
"","Shohei Ohtani","2021","SP","LAA","$3,000,000","$0","$3,000,000","$3,000,000","0.017","$3,000,000","$4,250,000","2","$8,500,000","$6,769,259","2024","26","26","210","6'4""",""
"","Seth Lugo","2021","RP","NYM","$2,925,000","$0","$2,925,000","$2,925,000","0.015","$2,925,000","$2,925,000","1","$2,925,000","$5,612,502","2023","31","31","225","6'4""",""
"","Daniel Bard","2021","RP/CL","COL","$2,925,000","$0","$2,925,000","$2,925,000","0.025","$2,925,000","$2,925,000","1","$2,925,000","$4,989,029","0","35","36","215","6'4""",""
"","Jeimer Candelario","2021","1B","DET","$2,850,000","$0","$2,850,000","$2,850,000","0.033","$2,850,000","$2,850,000","1","$2,850,000","$4,826,279","0","27","27","221","6'1""",""
"","Justin Wilson","2021","RP","CIN","$2,850,000","$0","$2,850,000","$1,011,318","0.008","$1,026,641","$2,575,000","2","$5,150,000","$20,121,655","2023","33","33","205","6'2""",""
"","Trevor Williams","2021","SP","NYM","$2,500,000","$0","$2,850,000","$199,355","0.001","$549,355","$2,500,000","1","$2,500,000","$6,930,067","0","28","29","230","6'3""",""
"","Colin Moran","2021","1B","PIT","$2,800,000","$0","$2,800,000","$2,800,000","0.052","$2,800,000","$2,800,000","1","$2,800,000","$8,286,778","2024","28","28","220","6'4""",""
"","Michael Soroka","2021","SP","ATL","$2,800,000","$0","$2,800,000","$2,800,000","0.018","$2,800,000","$2,800,000","1","$2,800,000","$5,931,461","2025","23","23","225","6'5""",""
"","Andrew Chafin","2021","RP/CL","OAK","$2,250,000","$0","$2,750,000","$822,596","0.009","$1,322,596","$2,750,000","1","$2,750,000","$10,008,962","2023","30","31","235","6'2""",""
"","Dominic Smith","2021","LF","NYM","$2,550,000","$0","$2,550,000","$2,550,000","0.013","$2,550,000","$2,550,000","1","$2,550,000","$6,277,386","0","25","26","239","6'0""",""
"","Adalberto Mondesi","2021","SS","KC","$2,525,000","$0","$2,525,000","$2,525,000","0.028","$2,525,000","$2,525,000","1","$2,525,000","$5,976,542","2024","25","25","190","6'1""",""
"","Brett Anderson","2021","SP","MIL","$2,500,000","$0","$2,500,000","$2,500,000","0.025","$2,500,000","$2,500,000","1","$2,500,000","$62,918,051","2022","32","33","230","6'4""",""
"","Hunter Dozier","2021","3B","KC","$2,250,000","$250,000","$2,500,000","$2,500,000","0.027","$3,250,000","$6,250,000","4","$25,000,000","$6,912,369","2026","29","29","220","6'4""",""
"","Joely Rodriguez","2021","RP","NYY","$2,500,000","$0","$2,500,000","$0","0.000","$2,500,000","$2,750,000","2","$5,500,000","$7,275,396","2023","28","29","200","6'1""",""
"","Rich Hill","2021","SP","NYM","$2,500,000","$0","$2,500,000","$967,752","0.005","$967,752","$2,500,000","1","$2,500,000","$66,343,688","2022","40","41","221","6'5""",""
"","Tyler Anderson","2021","SP","SEA","$2,500,000","$0","$2,500,000","$900,547","0.011","$900,547","$2,500,000","1","$2,500,000","$9,151,053","2022","31","31","213","6'2""",""
"","Ji-Man Choi","2021","1B","TB","$2,450,000","$0","$2,450,000","$2,450,000","0.035","$2,450,000","$2,450,000","1","$2,450,000","$4,390,249","2024","29","30","260","6'1""",""
"","Ryan McMahon","2021","2B","COL","$2,375,000","$0","$2,375,000","$2,375,000","0.020","$2,375,000","$2,375,000","1","$2,375,000","$4,948,224","0","26","26","219","6'2""",""
"","Ryan Yarbrough","2021","SP","TB","$2,300,000","$0","$2,300,000","$2,300,000","0.033","$2,300,000","$2,300,000","1","$2,300,000","$3,538,543","2025","29","29","205","6'5""",""
"","Chad Pinder","2021","SS","OAK","$2,275,000","$0","$2,275,000","$2,275,000","0.025","$2,275,000","$2,275,000","1","$2,275,000","$5,514,318","2023","28","29","210","6'2""",""
"","Jameson Taillon","2021","SP","NYY","$2,250,000","$0","$2,250,000","$2,250,000","0.011","$2,250,000","$2,250,000","1","$2,250,000","$11,599,590","2023","29","29","230","6'5""",""
"","Tommy Hunter","2021","RP","TB","$2,250,000","$0","$2,250,000","$870,984","0.012","$870,984","$2,250,000","1","$2,250,000","$34,977,786","0","34","34","250","6'3""",""
"","Joe Wendle","2021","3B","TB","$2,250,000","$0","$2,250,000","$2,250,000","0.032","$2,250,000","$2,250,000","1","$2,250,000","$3,843,632","0","30","31","195","6'1""",""
"","Rafael Montero","2021","RP","HOU","$2,250,000","$0","$2,250,000","$1,427,404","0.007","$1,427,404","$2,250,000","1","$2,250,000","$4,550,638","2023","30","30","185","6'0""",""
"","Mitch Moreland","2021","1B","OAK","$2,250,000","$0","$2,250,000","$2,250,000","0.025","$2,250,000","$2,250,000","1","$2,250,000","$35,355,726","2022","35","35","245","6'3""",""
"","Tyler Mahle","2021","SP","CIN","$2,200,000","$0","$2,200,000","$2,200,000","0.017","$2,200,000","$2,200,000","1","$2,200,000","$3,685,917","0","26","26","210","6'3""",""
"","Tyler Duffey","2021","RP","MIN","$2,200,000","$0","$2,200,000","$2,200,000","0.018","$2,200,000","$2,200,000","1","$2,200,000","$4,636,817","2023","30","30","220","6'3""",""
"","Chad Green","2021","RP","NYY","$2,150,000","$0","$2,150,000","$2,150,000","0.011","$2,150,000","$2,150,000","1","$2,150,000","$4,459,778","2023","29","30","215","6'3""",""
"","Ian Kennedy","2021","RP","PHI","$2,150,000","$0","$2,150,000","$246,839","0.001","$246,839","$2,150,000","1","$2,150,000","$69,874,811","2022","36","36","205","6'0""",""
"","Chad Kuhl","2021","RP","PIT","$2,130,000","$0","$2,130,000","$2,130,000","0.039","$2,130,000","$2,130,000","1","$2,130,000","$4,355,905","0","28","28","210","6'3""",""
"","Jordan Montgomery","2021","SP","NYY","$2,130,000","$0","$2,130,000","$2,130,000","0.010","$2,130,000","$2,130,000","1","$2,130,000","$4,424,677","2024","28","28","228","6'6""",""
