"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Payroll Salary","Adj Salary","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Age","Age","Weight","Height",""
"","Junior Lake","2012","LF","CHC","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$480,000","0","21","22","230","6'3""",""
"","Kevin Mattison","2012","LF","MIA","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","26","26","0","0'0""",""
"","Robert Fish","2012","RP","ATL","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","23","24","0","0'0""",""
"","Logan Morrison","2012","DH","MIA","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$1,395,000","0","24","24","245","6'3""",""
"","Engel Beltre","2012","CF","TEX","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$1,494,000","0","22","22","0","0'0""",""
"","Brooks Raley","2012","RP","CHC","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$750,000","0","23","24","200","6'3""",""
"","Bryan Petersen","2012","CF","MIA","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","25","26","0","0'0""",""
"","Wilmer Font","2012","RP","TEX","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","21","22","250","0'0""",""
"","Juan Francisco","2012","1B","ATL","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$1,694,000","0","24","25","247","6'2""",""
"","Anthony Rizzo","2012","1B","CHC","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$954,311","0","22","22","240","6'3""",""
"","Justin Grimm","2012","RP","TEX","$480,000","$0","$480,000","$288,524","0.002","$288,524","$480,000","1","$480,000","$1,113,524","0","23","23","210","6'3""",""
"","Evan Reed","2012","RP","MIA","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","26","26","255","6'4""",""
"","Cory Gearrin","2012","RP","ATL","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$666,750","0","25","26","205","6'1""",""
"","Dave Sappelt","2012","LF","CHC","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$604,426","0","24","25","0","0'0""",""
"","Sandy Rosario","2012","RP","MIA","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","26","26","0","0'0""",""
"","Matt Adams","2012","1B","STL","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$505,000","0","23","23","245","6'3""",""
"","Roman Mendez","2012","RP","TEX","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$480,000","0","18","19","235","6'3""",""
"","Bryan Anderson","2012","C","STL","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","2013","25","25","200","6'1""",""
"","Mike Olt","2012","3B","TEX","$480,000","$0","$480,000","$165,245","0.001","$165,245","$480,000","1","$480,000","$882,545","0","23","23","210","6'2""",""
"","Miguel Socolovich","2012","RP","CHC","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","25","25","195","6'1""",""
"","Martin Perez","2012","SP","TEX","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$1,060,000","0","20","21","200","6'0""",""
"","Alex Sanabia","2012","SP","MIA","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","23","23","0","0'0""",""
"","Barret Browning","2012","RP","STL","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","27","27","0","0'0""",""
"","Matt Szczur","2012","CF","CHC","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$1,680,000","0","22","22","200","6'0""",""
"","Jurickson Profar","2012","LF","TEX","$480,000","$0","$480,000","$86,557","0.001","$86,557","$480,000","1","$480,000","$1,636,557","0","18","19","184","6'0""",""
"","Matt Carpenter","2012","3B","STL","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$508,144","0","26","26","210","6'4""",""
"","Neil Ramirez","2012","RP","TEX","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$1,480,000","0","22","23","190","0'0""",""
"","Josh Vitters","2012","3B","CHC","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$3,680,000","0","22","22","0","0'0""",""
"","Giancarlo Stanton","2012","RF","MIA","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$1,628,948","0","22","22","245","6'6""",""
"","Adron Chambers","2012","LF","STL","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","25","25","0","0'0""",""
"","Adam Russell","2012","RP","ATL","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","28","29","0","0'0""",""
"","David Carpenter","2012","RP","LAA","$480,000","$0","$480,000","$480,000","0.003","$480,000","$480,000","1","$480,000","$570,000","0","24","24","0","0'0""",""
"","Maikel Cleto","2012","RP","STL","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$894,000","0","22","23","250","6'3""",""
"","Ryan Webb","2012","RP","MIA","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$1,294,000","0","25","26","245","6'6""",""
"","Tanner Scheppers","2012","RP","TEX","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$1,730,000","0","24","25","200","6'4""",""
"","Arodys Vizcaino","2012","RP","CHC","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$1,393,736","0","21","21","245","6'0""",""
"","Hank Conger","2012","C","LAA","$480,000","$0","$480,000","$480,000","0.003","$480,000","$480,000","1","$480,000","$2,244,000","0","23","24","220","6'2""",""
"","Brandon Dickson","2012","SP","STL","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","27","27","0","0'0""",""
"","Julio Teheran","2012","SP","ATL","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$1,415,967","0","20","21","205","6'2""",""
"","Barry Enright","2012","SP","LAA","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","25","26","0","0'0""",""
"","Matt West","2012","RP","TEX","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$885,000","0","23","23","200","6'1""",""
"","Steven Hill","2012","C","STL","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","26","27","0","0'0""",""
"","Ryan Jackson","2012","SS","STL","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$637,500","0","23","24","180","6'2""",""
"","Nick Maronde","2012","RP","LAA","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$309,600","0","22","22","205","6'3""",""
"","Joe Kelly","2012","RP","STL","$480,000","$0","$480,000","$304,262","0.003","$304,262","$480,000","1","$480,000","$645,262","0","23","24","174","6'1""",""
"","Pete Kozma","2012","SS","STL","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$2,289,000","0","23","24","190","6'0""",""
"","Victor Marte","2012","RP","STL","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","31","31","0","0'0""",""
"","Brad Mills","2012","RP","LAA","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","26","27","188","6'0""",""
"","Joaquin Arias","2012","SS","SF","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$2,683,000","0","27","27","160","6'1""",""
"","Jeremy Moore","2012","RF","LAA","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","24","25","0","0'0""",""
"","Shelby Miller","2012","RP","STL","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$3,355,000","0","21","21","225","6'3""",""
"","Conor Gillaspie","2012","3B","SF","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$2,767,174","0","24","24","195","6'1""",""
"","Adam Reifer","2012","RP","STL","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","25","26","0","0'0""",""
"","Garrett Richards","2012","SP","LAA","$480,000","$0","$480,000","$480,000","0.003","$480,000","$480,000","1","$480,000","$1,696,800","0","23","24","210","6'2""",""
"","Shane Loux","2012","SP","SF","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","32","32","0","0'0""",""
"","Jean Machi","2012","RP","SF","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$480,000","0","29","30","255","6'0""",""
"","Shane Robinson","2012","CF","STL","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$1,469,000","0","27","27","170","5'9""",""
"","Quintin Berry","2012","LF","DET","$480,000","$0","$480,000","$480,000","0.003","$480,000","$480,000","1","$480,000","$1,045,000","0","27","27","175","6'1""",""
"","Dan Otero","2012","RP","SF","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","26","27","205","6'3""",""
"","Trevor Rosenthal","2012","RP","STL","$480,000","$0","$480,000","$152,134","0.001","$152,134","$480,000","1","$480,000","$217,134","0","21","22","230","6'2""",""
"","Tony Cingrani","2012","RP","CIN","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$690,000","0","22","22","214","6'4""",""
"","Darin Downs","2012","RP","DET","$480,000","$0","$480,000","$480,000","0.003","$480,000","$480,000","1","$480,000","$1,119,000","0","27","27","208","6'3""",""
"","Eduardo Sanchez","2012","RP","STL","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","22","23","0","0'0""",""
"","Francisco Peguero","2012","RF","SF","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$894,000","0","23","24","0","0'0""",""
"","Zack Cozart","2012","SS","CIN","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$1,301,250","0","26","26","205","0'0""",""
"","Avisail Garcia","2012","RF","DET","$480,000","$0","$480,000","$89,182","0.001","$89,182","$480,000","1","$480,000","$289,182","0","20","21","250","6'4""",""
"","Yusmeiro Petit","2012","RP","SF","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$2,838,000","0","27","27","252","6'1""",""
"","Brett Pill","2012","1B","SF","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","27","27","0","0'0""",""
"","Todd Frazier","2012","3B","CIN","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$1,719,000","0","25","26","220","6'3""",""
"","Matt Hoffman","2012","RP","DET","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","23","23","0","0'0""",""
"","Hector Sanchez","2012","C","SF","$480,000","$0","$480,000","$480,000","0.004","$0","$480,000","1","$480,000","$0","0","22","22","235","6'0""",""
"","Eric Surkamp","2012","SP","SF","$480,000","$0","$480,000","$480,000","0.004","$480,000","$480,000","1","$480,000","$690,065","0","24","24","220","6'5""",""
"","J.J. Hoover","2012","RP","CIN","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$880,000","0","24","24","240","6'3""",""
"","Kyle Lotzkar","2012","RP","CIN","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","22","22","0","0'0""",""
"","Luis Marte","2012","RP","DET","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","25","25","0","0'0""",""
"","Andrew Carignan","2012","RP","OAK","$480,000","$0","$480,000","$480,000","0.008","$0","$480,000","1","$480,000","$0","0","25","25","0","0'0""",""
"","Chris Carter","2012","1B","OAK","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$894,000","0","25","25","245","6'4""",""
"","Devin Mesoraco","2012","C","CIN","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$2,294,000","0","23","24","229","6'1""",""
"","Jeff Clement","2012","1B","PIT","$480,000","$0","$480,000","$480,000","0.008","$0","$480,000","1","$480,000","$0","2013","28","28","0","0'0""",""
"","Jose Ortega","2012","RP","DET","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","23","23","0","0'0""",""
"","Chase d'Arnaud","2012","3B","PIT","$480,000","$0","$480,000","$480,000","0.008","$0","$480,000","1","$480,000","$293,000","0","24","25","205","6'1""",""
"","Drake Britton","2012","RP","BOS","$480,000","$0","$480,000","$480,000","0.003","$480,000","$480,000","1","$480,000","$1,180,000","0","22","23","200","6'2""",""
"","Ryan Cook","2012","RP","OAK","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$894,000","0","24","25","215","0'0""",""
"","Matt Hague","2012","1B","PIT","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$505,000","0","26","26","220","6'3""",""
"","Hernan Perez","2012","LF","DET","$480,000","$0","$480,000","$480,000","0.003","$480,000","$480,000","1","$480,000","$480,000","0","20","21","215","6'1""",""
"","Josh Donaldson","2012","3B","OAK","$480,000","$0","$480,000","$364,597","0.006","$364,597","$480,000","1","$480,000","$1,058,631","0","26","26","210","6'1""",""
"","Pedro Ciriaco","2012","SS","BOS","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","26","26","160","6'0""",""
"","Mike Baxter","2012","LF","NYM","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","27","27","0","6'0""",""
"","Luke Putkonen","2012","RP","DET","$480,000","$0","$480,000","$480,000","0.003","$480,000","$480,000","1","$480,000","$716,000","0","25","26","0","0'0""",""
"","Robert Carson","2012","RP","NYM","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","22","23","0","0'0""",""
"","Jeff Locke","2012","RP","PIT","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$1,569,000","0","24","24","200","6'0""",""
"","Mauro Gomez","2012","1B","BOS","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","27","27","0","0'0""",""
"","Sean Doolittle","2012","RP","OAK","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$1,222,500","0","25","25","204","6'2""",""
"","Todd Redmond","2012","RP","CIN","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$480,000","0","26","27","200","6'3""",""
"","Drew Smyly","2012","SP","DET","$480,000","$0","$480,000","$390,820","0.003","$390,819","$480,000","1","$480,000","$1,490,819","0","22","23","188","6'2""",""
"","Josh Edgin","2012","RP","NYM","$480,000","$0","$480,000","$480,000","0.005","$480,000","$480,000","1","$480,000","$480,000","0","25","25","245","6'1""",""
"","Pedro Figueroa","2012","RP","OAK","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$1,294,000","0","26","26","215","6'2""",""
"","Starling Marte","2012","CF","PIT","$480,000","$0","$480,000","$183,610","0.003","$183,610","$480,000","1","$480,000","$268,610","0","23","23","195","6'1""",""
"","Ryan Lavarnway","2012","C","BOS","$480,000","$0","$480,000","$480,000","0.003","$480,000","$480,000","1","$480,000","$898,263","0","24","24","240","6'4""",""
"","Jeurys Familia","2012","RP","NYM","$480,000","$0","$480,000","$78,690","0.001","$78,690","$480,000","1","$480,000","$178,690","0","22","22","240","6'3""",""
"","Graham Godfrey","2012","SP","OAK","$480,000","$0","$480,000","$480,000","0.008","$0","$480,000","1","$480,000","$0","0","27","27","0","0'0""",""
"","Daniel McCutchen","2012","RP","PIT","$480,000","$0","$480,000","$480,000","0.008","$0","$480,000","1","$480,000","$0","0","29","29","0","0'0""",""
"","Henry Rodriguez","2012","2B","CIN","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","21","22","0","0'0""",""
"","Tyler Stohr","2012","RP","DET","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","25","25","0","0'0""",""
"","Che-Hsuan Lin","2012","LF","BOS","$480,000","$0","$480,000","$480,000","0.003","$0","$480,000","1","$480,000","$0","0","23","23","0","0'0""",""
"","A.J. Griffin","2012","RP","OAK","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$480,000","0","23","24","230","6'5""",""
"","Jordy Mercer","2012","SS","PIT","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$988,000","0","25","25","210","6'3""",""
"","Justin Hampson","2012","RP","NYM","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$402,500","2013","31","32","0","0'0""",""
"","Bryan Morris","2012","RP","PIT","$480,000","$0","$480,000","$480,000","0.008","$480,000","$480,000","1","$480,000","$2,219,000","0","24","25","230","6'3""",""
"","Jordan Smith","2012","RP","CIN","$480,000","$0","$480,000","$480,000","0.005","$0","$480,000","1","$480,000","$0","0","25","26","0","0'0""",""
